Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
NDUFC2,-2.2144697,0.0008192920156695663,FCN1,-25.299244,0.21161556217647348,LINC00869,-25.19072,0.06265225371027554,TOP2B,-26.095936,0.04304019734855539,RSL1D1,-26.792063,0.0006423146861495261
FMO2,-27.401983,0.000883616062026534,HPRT1,-25.365198,0.21161556217647348,TGFBR3,-25.568203,0.06256542815442817,WDFY2,-25.874506,0.04295083459197151,NT5C,-26.959625,0.0006319662511138984
C7orf50,-27.46673,0.0008676510570397743,HIST1H2BN,-24.959488,0.21161556217647348,CYGB,-25.780754,0.06256542815442817,MNDA,-25.935045,0.04286121305111575,HES6,-26.829407,0.0006316686192145117
RPS11,-1.4028571,0.0007805723475481501,FLI1,-24.560179,0.21148823060578964,NR2F2,-25.787544,0.06183757604401319,RAPGEF2,-25.978851,0.04286121305111575,MRPL11,-26.675745,0.0006253928051052414
RAI14,-27.433683,0.0008331824430332379,RP11-138I1.4,-25.038172,0.21148823060578964,NNMT,-2.0559595,0.06294044282176789,FAM210B,-1.5683173,0.04462408304196851,OSER1,-26.9174,0.0006237145020799313
KCNQ1OT1,-27.56049,0.0008324244742988424,SLC2A4,-25.108183,0.21148823060578964,RB1,-26.065207,0.06081838414458602,NUSAP1,-25.88032,0.04281733862815046,IFT20,-26.965988,0.0006199102095894218
TMEM141,-4.0354676,0.0008028467777589556,LY6K,-25.491634,0.21148823060578964,VPS28,-1.4988176,0.06325148685295533,CASC4,-26.269772,0.04281733862815046,PTP4A2,-26.894855,0.0005947262347425192
JUNB,-1.5096395,0.0007571071743105417,TNFAIP8,-25.1399,0.21148823060578964,ZNF638,-25.610477,0.06026368621589746,CNTLN,-25.923193,0.042809505627386314,STIP1,-26.687557,0.0005901257125219907
N4BP2L2,-1.7867258,0.0007571071743105417,HIST1H2BB,-25.03934,0.21148823060578964,CCDC91,-25.85277,0.05952557342979162,ART4,-25.948055,0.04244802390249992,APOC1,-26.805258,0.0005825521314881078
TMEM176A,-27.419426,0.0008245593160656882,CCDC117,-25.017136,0.21148823060578964,DERA,-25.491959,0.05952557342979162,AKT2,-25.787003,0.04241196318837289,SLC44A2,-26.665667,0.0005785121554984674
CHL1,-27.413298,0.0008245593160656882,PIGS,-24.736023,0.21148823060578964,KIDINS220,-25.846315,0.05952557342979162,DCP2,-25.756828,0.04241196318837289,SLC2A3,-26.7999,0.0005785121554984674
HNRNPA1,-1.4749776,0.0007520895069915497,ANK2,-25.89037,0.21148823060578964,CDT1,-25.89695,0.05930996869171376,KIAA0355,-25.676188,0.04241196318837289,C4orf48,-26.799467,0.0005779996861909412
LPL,-27.460384,0.0008043687244410229,SGMS1,-25.085138,0.21148823060578964,ITGA1,-26.009998,0.05901083336130526,FHDC1,-25.723747,0.04238183805142605,GCLM,-26.823675,0.0005779996861909412
C19orf70,-3.3349762,0.0007571071743105417,CD69,-24.877235,0.21148823060578964,FAS,-25.798948,0.05893600989795333,TFR2,-25.81926,0.04195254272163364,CCT2,-26.485958,0.0005717526165243443
CSRP1,-27.487692,0.0007805723475481501,AUH,-25.04976,0.21148823060578964,TINF2,-25.79637,0.05893600989795333,CRISPLD2,-25.86833,0.041866972262947895,GPX3,-26.570843,0.0005706426695784698
C19orf43,-1.9123014,0.000716917302859654,PEX16,-24.779114,0.21148823060578964,RIT1,-25.660658,0.05868330250941339,CSNK1E,-26.179083,0.04167098822529419,MSN,-26.66277,0.0005501345575278735
TGFB1,-27.180204,0.0007780562892837871,HIST1H4B,-25.244783,0.21148823060578964,TOPORS-AS1,-25.850885,0.058272493472081445,SLC48A1,-25.835344,0.04167098822529419,ETFA,-26.664185,0.0005426329451028719
TMEM123,-27.108418,0.000771024273400015,BMP2K,-24.999714,0.21148823060578964,CHMP3,-25.667328,0.05734110679866907,TMEFF2,-26.736305,0.04162499466025594,MLEC,-27.075115,0.000534657159315376
RASGRP2,-27.137646,0.0007630542346198197,KLHL28,-25.190014,0.21148823060578964,DNPEP,-25.991793,0.05694672830358518,GYPE,-26.097536,0.04147218867044427,TMEM57,-26.871655,0.0005287820789527819
RP11-81H14.2,-27.360296,0.0007571071743105417,ZBTB48,-24.621168,0.21148823060578964,PPBP,-2.0039742,0.057347311465697715,IGFBP7,-1.7427849,0.0447416577349439,CIR1,-27.137203,0.0005287820789527819
FBLN1,-27.430765,0.0007571071743105417,CCNB1,-25.209265,0.21148823060578964,S100A9,-1.7799926,0.05741433191182841,ITGA5,-26.058603,0.04085226079401787,EMP1,-26.725231,0.0005258069666370776
SHC1,-27.347862,0.0007502519464450904,HAGH,-1.1472671,0.21148823060578964,POP5,-26.007494,0.05556753362685243,CDK4,-25.491913,0.04044242466797664,FAM46C,-26.96252,0.0005231189528241094
SMIM7,-3.8619435,0.000714986140606117,RRM2,-25.189917,0.21148823060578964,RASD1,-25.825752,0.05517069943647587,ZCCHC11,-25.933783,0.04044242466797664,IER3IP1,-26.630724,0.0005200393913685304
EIF4A1,-3.5745647,0.000698740789889976,GMPS,-2.9012663,0.2099626091029914,USP8,-25.771477,0.05517069943647587,BEST1,-25.951641,0.040422871348639255,GCC2,-26.72469,0.0005185761693577152
CTSZ,-27.431849,0.0007316356431867835,NUDT1,-1.5518572,0.2094199785146382,ADAM28,-25.946997,0.055127939340890844,MPO,-26.140732,0.0401817596582157,SVEP1,-26.717413,0.0005087811280582577
S100A9,-2.2074025,0.0006909337962032402,RFC3,-24.827303,0.20412797071244632,ELMSAN1,-26.205732,0.055127939340890844,POGZ,-26.207794,0.03996556306268093,FBXO30,-26.853924,0.0005023482429432895
ARF3,-27.496748,0.0007301143119168242,ATXN2L,-25.150078,0.20412796854587986,TRBC2,-26.321732,0.05493459044412573,PDLIM4,-25.757362,0.03970145046551335,RFESD,-26.700962,0.0005021550029087027
LTBP2,-27.365978,0.0007251477842350968,SYK,-24.713495,0.20412436703430314,DOHH,-25.990112,0.05442180937420766,IVNS1ABP,-26.02012,0.03954952472021689,MARCH8,-26.85553,0.0005021550029087027
BMP5,-27.412947,0.0007246387349217558,ANP32B,-1.1974622,0.2055474310671925,UBXN7,-26.017511,0.05442180937420766,SFPQ,-1.948147,0.040752806351504106,PSMB10,-26.529604,0.0005001858099857537
CSF1,-27.408073,0.0007246387349217558,SMIM5,-1.531618,0.20412436703430314,GP9,-2.9595964,0.05413450664330155,RGS16,-26.043247,0.03907019162767963,NSA2,-26.556305,0.0004949098627713905
MRPS26,-27.277,0.0007246387349217558,SLC37A1,-24.227018,0.2017894087142191,PNMA1,-25.74674,0.05442180937420766,PTPRD,-26.624283,0.03907019162767963,EIF2AK1,-2.951896,0.0009114317716564146
FNDC3B,-27.458475,0.000716917302859654,S100A4,-1.0096099,0.2026623104152053,ZC3H11A,-25.856066,0.054309836371615856,ZFYVE27,-25.918848,0.038875203198065734,ILF3,-26.775923,0.0004933864478469605
C1QBP,-3.0751622,0.0006482155857288909,RP6-159A1.4,-25.051477,0.19843148150846637,CBR1,-25.792053,0.05417374791163449,LHFP,-2.264336,0.039438593224509835,PHB2,-26.752058,0.0004910805231827741
HLA-C,-1.3362312,0.0006164634373973623,DTD1,-25.272635,0.19749336424309336,COMMD7,-3.127987,0.053942646645474726,GCC2,-2.8401558,0.038875203198065734,RHOF,-26.58671,0.00048795127149277615
CDC42SE1,-27.308023,0.0006734864592563269,UBE2B,-1.0084156,0.19955963040866936,MKNK2,-25.934336,0.053942646645474726,BIRC6,-26.091084,0.038765635140483895,ARL2,-26.593128,0.0004869893036800113
DEFA1,-27.882011,0.0006734864592563269,TSPAN13,-2.478702,0.1940221283516935,HOPX,-26.694267,0.053942646645474726,RCN3,-25.822496,0.038428187160332195,PRKCDBP,-26.913244,0.0004863452469747475
ATP5G3,-1.7798959,0.0006073227393238604,PECAM1,-2.5429564,0.19380976510208892,S100A8,-1.5944421,0.05442180937420766,S100A9,-1.7773906,0.040422871348639255,PPP1R10,-26.82217,0.0004863452469747475
LRRFIP1,-27.363781,0.0006723927768552639,PHF23,-24.862274,0.19380976510208892,ARF1,-1.4563435,0.05599291837817619,NOTCH3,-26.053211,0.038428187160332195,APH1A,-26.38483,0.0004772653477607289
C19orf53,-2.1772642,0.0006049603029131428,RP11-501J20.5,-24.749174,0.19363118417603728,CCND3,-1.9732167,0.05408411475561514,SYNPO2,-26.062117,0.0383710923728921,NUPR1,-26.882097,0.0004715086153957414
RPS25,-1.2714145,0.0006049603029131428,XXbac-BPG32J3.19,-24.355246,0.19363118417603728,FKBP1B,-25.73325,0.053630424166364134,SNHG12,-25.937222,0.037767235635800235,PIGC,-26.799223,0.0004715086153957414
DDX18,-27.189104,0.0006536793822792552,P2RX1,-25.182283,0.192177458776309,MNDA,-26.038065,0.05327072506272209,RAB5B,-25.989437,0.037631478750058914,PLPP3,-26.81483,0.0004715086153957414
ATP5E,-1.252769,0.0005923868481498399,SDE2,-2.3343167,0.1912877134748238,NRGN,-2.7897956,0.052540784925885126,NFIA,-25.735079,0.037496012775261434,IDS,-26.675543,0.00046805534681510955
TF,-4.199914,0.0006288937507000041,COL4A3BP,-25.126143,0.19126503625493657,IGFBP7,-1.5749493,0.05493459044412573,HBQ1,-1.3946306,0.04044967496461063,ARFGAP2,-26.835028,0.00045494398463185855
HSPG2,-27.461746,0.000642367430509005,PDAP1,-1.493232,0.19181008703364016,JKAMP,-26.010656,0.052540784925885126,ZNF503,-25.978548,0.03728935969965622,PPP1R15A,-2.9561832,0.0012685517391146988
ABCA6,-27.299812,0.0006399074141894346,AP001189.4,-25.062315,0.19126503625493657,ART4,-26.051104,0.052540784925885126,ABHD5,-2.2892694,0.038428187160332195,LSM14A,-26.68937,0.00044279921447395527
RBMS3,-27.509638,0.0006396801210126507,ZCCHC7,-25.83884,0.19077319672250853,KIAA0355,-25.778683,0.05251755188056054,ARID4A,-25.87698,0.037216409828378094,C1orf43,-26.568344,0.0004420768750306202
LIMD2,-4.213934,0.0006073227393238604,P4HA1,-25.505642,0.18837665275671608,ABALON,-26.802406,0.05239895950316126,CD200,-25.808243,0.03713668726768604,CARD19,-26.755928,0.00044135077243397493
TTC14,-27.604963,0.0006245619487054733,SNX4,-25.179632,0.18837665275671608,PEF1,-3.426877,0.05217587383517322,TMEM167B,-25.822365,0.03681216397460466,SMOX,-26.896915,0.000441248399535951
MRPL51,-2.4070644,0.0005763676010353801,ALOX12,-24.890953,0.18837665275671608,PAM,-25.61369,0.052303868020924675,PIM1,-1.4454097,0.0404810707643453,AHNAK,-26.919172,0.0004368423496008948
ICAM2,-27.275015,0.0006223465912874712,OCIAD2,-25.256039,0.18837665275671608,MLLT6,-26.117775,0.052303868020924675,TRIM69,-25.586163,0.036590505836663116,FBXO18,-26.797092,0.00043065506373279015
FAM96B,-3.3405552,0.0005741509555208483,PSTPIP2,-24.653753,0.1871656737919963,CD2BP2,-25.948938,0.05217587383517322,MOB1B,-25.806025,0.036590505836663116,HEBP1,-26.582848,0.0004279153534911964
MIDN,-27.523195,0.0005900267325520574,PTPN7,-25.123411,0.1869762064163076,CRISPLD2,-25.971207,0.05208189663054784,ILF3,-2.8645678,0.03654837753503481,VASP,-26.486345,0.00042707473801736917
AP1S2,-27.35953,0.0005900267325520574,NOP16,-25.217484,0.18690855562801714,COMMD2,-25.9515,0.05208189663054784,FAHD1,-25.790802,0.036123933793240165,HNMT,-26.768137,0.00042707473801736917
HLA-DPB1,-27.625664,0.0005826021045862062,LAT2,-24.663376,0.1868380506464351,FAM110A,-25.965607,0.05208189663054784,MYL4,-1.9968455,0.03654822498759597,JUNB,-2.5180063,0.0012956103986973852
RPL24,-1.3512208,0.0005289041873524292,GINS2,-25.140568,0.18508441160551697,STXBP2,-2.7571218,0.05176043553845626,XRN1,-26.032299,0.03442100262315278,TOR1AIP2,-26.786713,0.00042562817468609794
CIB1,-4.2066846,0.0005595485995321402,IRAK1,-25.253756,0.18252176148737462,TMEFF2,-26.841652,0.05191994476996627,EEA1,-25.799793,0.03410202325618973,CCT3,-26.66213,0.00041947951745125437
CCDC12,-27.437225,0.0005741509555208483,TBXAS1,-24.957458,0.18252176148737462,MNAT1,-25.9825,0.05176043553845626,TAF10,-26.502598,0.0339928511091004,TAF9,-26.687313,0.0004124941398743436
FXYD1,-27.509163,0.0005741509555208483,SELT,-1.5497142,0.18252176148737462,MAP1LC3B,-1.4108369,0.05330311094305311,C1orf132,-26.148718,0.0339156364570038,PSMA5,-26.779486,0.00041196624474746957
RSL1D1,-27.55976,0.0005741509555208483,HMHA1,-24.872217,0.18228783934053538,FIS1,-1.3093166,0.053283204356758054,RP11-1000B6.3,-25.782532,0.03356161779172675,RHOBTB3,-26.801609,0.00040926942911101216
RAB13,-3.4949107,0.0005389928425466813,THAP3,-25.065132,0.18119080780618252,PPP6R1,-25.80095,0.05044964825547095,CBR3,-25.956057,0.03287078567921121,MMADHC,-26.876871,0.0004065757522418537
CD24,-27.598923,0.0005658734820940614,KIAA1191,-25.070972,0.18119080780618252,ARL4A,-1.5822852,0.05208189663054784,UBC,-1.2645277,0.037631478750058914,HIF1A,-26.73613,0.0004044245180118986
ATP5O,-2.3597634,0.0005082938316468216,RETN,-2.2053978,0.1816202666128334,CBX6,-3.5028112,0.04973323731471232,GPCPD1,-25.958654,0.03252099760277571,IGF2BP2,-26.809708,0.0004004121760685187
SDF4,-27.558035,0.0005549687591097811,CDS2,-25.222742,0.17924577555222157,QKI,-2.0855165,0.04995370092714649,BNIP3L,-1.3364439,0.03654822498759597,PIM2,-26.722538,0.0004004121760685187
MALAT1,-1.7784497,0.0005299569946384695,GPX7,-24.81985,0.17899217289110073,BBOF1,-25.920359,0.04973323731471232,S100A16,-2.574259,0.033727782186566434,NATD1,-26.886932,0.00039997533206700107
UQCR10,-1.6623977,0.0004912104161471233,ASNS,-25.03066,0.17791421539194766,PAPSS1,-25.782898,0.04973323731471232,TCEANC,-26.047928,0.03214601839805556,PSMD6,-26.820642,0.00039997533206700107
RPL8,-1.2831314,0.000499171947409055,TYMS,-2.3683043,0.1763078524609213,CCDC47,-26.236162,0.04973323731471232,SNX29,-25.963875,0.03138623227860487,SECISBP2,-26.690062,0.00039860330006784994
CYP20A1,-27.460909,0.0005304563544085924,SNX8,-24.995235,0.1762404561244334,CALCOCO1,-2.5475922,0.04995370092714649,C12orf10,-25.695148,0.03136492168805309,WIPI2,-26.86351,0.000392610994198186
COX7A2,-1.5741239,0.0004755536524846986,OLFM4,-25.430458,0.17556750018053383,MRPS16,-2.6090798,0.04877551478935306,GPR146,-25.858992,0.03128850312636274,PYCR2,-26.684174,0.0003875849000177403
ALOX5AP,-27.713257,0.0005247205176930096,HEPACAM2,-25.103241,0.17452163214178035,LEPROT,-2.2526064,0.04995370092714649,LIFR,-25.90293,0.0309703120335099,RAB14,-27.419794,0.00038020760293270027
SLC1A3,-27.558563,0.0005247205176930096,STK24,-25.406612,0.1732363733234255,SERTAD2,-25.980349,0.04877551478935306,DNM3OS,-26.065784,0.03081026944249092,TOX4,-26.85801,0.0003779341165014381
C4orf48,-27.567425,0.0005168183249580379,POMC,-25.232134,0.17300474533789445,RGS16,-26.146513,0.04877551478935306,LPP,-25.85572,0.03080316288104427,NDUFA8,-27.054222,0.00037729741398008927
ARPC3,-2.1476574,0.000457871761975398,ACTR1B,-25.335293,0.17160106100670333,CDK5RAP3,-25.818295,0.04827482609651919,KLHL21,-25.999453,0.03080316288104427,PRR13,-26.695196,0.00037579504938355785
MSN,-27.426123,0.0004912104161471233,CENPH,-25.143333,0.17151317989559633,BCLAF1,-2.637726,0.04830111389563556,NXF1,-25.986662,0.03071729310582418,FDFT1,-26.817102,0.0003709818522403386
VDAC1,-4.272459,0.0004618196920625513,MAD2L1,-24.871218,0.17139009303889965,F13A1,-26.091385,0.048172466345182983,USP47,-26.044193,0.030642425034048276,HIST1H3H,-26.992563,0.0003700065819511881
C9orf142,-4.054471,0.0004568465265349926,CTSW,-25.447718,0.1707342974546689,RCN3,-25.925278,0.04790601414039974,CDC34,-26.310745,0.030642425034048276,HNRNPH3,-26.831772,0.0003674680334605353
EMP1,-27.490637,0.00046713444385618793,ZCCHC17,-3.0738785,0.16974895267536705,TMEM87A,-25.820805,0.04786690648425109,MUM1,-26.045715,0.030507279373462693,TIMM17B,-26.657885,0.0003571163173422842
IER3IP1,-27.393055,0.0004618196920625513,TMED3,-2.7534385,0.16974895267536705,ZNF131,-25.859608,0.04786690648425109,RUNDC3A,-26.027405,0.029799512591216826,ATP6V0D1,-26.831356,0.00035140037836408613
GTF3C6,-4.2053223,0.0004462694034840926,WDR34,-24.97897,0.16933739793827546,SYNPO2,-26.165428,0.04786690648425109,HERC2,-26.29933,0.02978130689236964,XAF1,-26.963753,0.00035062834409716235
HMGB1,-1.4805306,0.0004106933286038063,RPS14,-0.75084215,0.17073933056961038,PCBP1,-1.6576891,0.04877551478935306,NABP1,-26.067736,0.029749515833982845,KCTD20,-26.88577,0.00035062834409716235
SVEP1,-27.482555,0.0004531753269307361,KPNA2,-25.603085,0.16753714538713776,PRR14,-25.769493,0.0473602948864928,TCEAL4,-3.2553403,0.029486092570865863,TNS1,-26.971899,0.0003467532404247314
RHOB,-3.6852386,0.0004075203827768052,INPP5A,-25.119568,0.1673003470734232,FOPNL,-25.85505,0.04712982267369256,RNF182,-26.043304,0.029615054113023512,CTNNAL1,-26.831264,0.0003463227200122409
NSA2,-27.316345,0.0004379458221900877,CD48,-25.415014,0.16586668071637486,GIGYF2,-25.884163,0.04712982267369256,PCK2,-25.997778,0.029486092570865863,CRELD2,-26.744745,0.00034608850631484875
PRKCDBP,-27.68536,0.0004267975151097895,CREB1,-25.833126,0.16549557306147583,RAB5B,-26.092579,0.04712982267369256,GFOD2,-26.064224,0.029486092570865863,EIF3L,-26.749212,0.00034608850631484875
NUPR1,-27.653044,0.0004122687084696633,IL2RG,-25.496862,0.16459201332297219,STRN4,-25.792524,0.04712982267369256,LARP4,-26.166723,0.029486092570865863,RRBP1,-27.019354,0.0003422807083963837
BANF1,-2.3407254,0.00036374527778777283,RICTOR,-25.349749,0.16459201332297219,CHIC2,-1.891066,0.04786690648425109,CLIP1,-26.044231,0.02938712514602632,CYR61,-27.189505,0.0003414172995925998
FKBP1A,-2.2663066,0.0003353150243740772,STX11,-24.608261,0.16391294804235973,IFNAR1,-25.757437,0.04702126011636862,SGCB,-25.743107,0.029168875860476416,THRAP3,-27.16197,0.0003381128954942076
AHNAK,-27.691513,0.0003768931836343737,C1orf228,-25.485336,0.16391294804235973,GPSM3,-2.5940619,0.0463820634098752,MORC3,-26.08489,0.029168875860476416,ORMDL1,-26.677603,0.00033643604192858036
ARID5B,-3.6534395,0.00034300373499895464,PRKCB,-25.4031,0.16321367776703657,KIAA0430,-25.993814,0.04671398186013145,TNS2,-26.17099,0.029152019901984665,HLA-DRA,-26.91819,0.0003362735215549403
NDUFS5,-2.1814966,0.0003245788748250796,HIST1H1D,-2.9566052,0.16141375571256195,ARHGAP4,-26.172808,0.04660971603628489,KDM5B,-26.210674,0.029152019901984665,KHDRBS1,-26.685673,0.00033132081452168016
LSM3,-2.765883,0.00033220857532613663,EIF4E,-2.0485978,0.16180501397542188,MOB4,-3.250262,0.04624272451901996,FAM132B,-26.158583,0.029152019901984665,IFNGR2,-26.709358,0.00032602428904724237
PDIA6,-3.1362107,0.00031836733393398605,FAM212A,-24.668047,0.16141375571256195,SRSF4,-3.4812586,0.04606337238357187,RHD,-26.1519,0.028844826073875205,PTPRS,-26.802755,0.00032466446567472063
HIF1A,-27.501902,0.00034300373499895464,DHX8,-25.208239,0.16141375571256195,YIPF4,-3.2038763,0.04538304348101069,GCLC,-26.053598,0.028826468685772537,OCIAD1,-26.968199,0.0003203971841344453
MYDGF,-4.155037,0.0002957593409132624,MPO,-3.0330217,0.16074708006887292,ABHD5,-2.3152518,0.04606337238357187,PCDH9,-26.618103,0.028826468685772537,RNF145,-26.763552,0.0003181601155491725
ARHGDIA,-3.3930318,0.0002850327339946612,IGHG2,-3.1132905,0.1598522391242316,BPGM,-1.5470722,0.04712982267369256,TOB1,-26.492695,0.028794867140229902,AKT1S1,-26.889673,0.00030667750945316893
PPIB,-2.2596362,0.00025876941284987414,TRAC,-25.759272,0.15978296098009326,CDC37L1,-26.613777,0.0449104496560472,CPNE1,-25.984278,0.02867667234123427,KXD1,-26.69425,0.0002914669604051269
ZYX,-4.3307986,0.00027954939657190534,GYPC,-0.8589224,0.1614764779929157,RAB27A,-25.965633,0.04460030408046086,IFNGR1,-25.993628,0.028415813622774507,MDFI,-26.805231,0.0002908106890316792
DEFA3,-2.5560875,0.00026884896544685064,RPS6KB2,-2.352875,0.1590644060391817,RSBN1,-26.484587,0.04427074793301011,IFI27,-1.4144447,0.032590942058573456,MPG,-26.767181,0.0002889451782818504
S100P,-27.790281,0.0002858681016414599,GP1BA,-24.877298,0.1590644060391817,TAL1,-2.5635936,0.04428040102913124,DHFR,-26.00002,0.027805693249974724,HAX1,-26.84601,0.00028512236054572827
RETN,-27.940294,0.0002858681016414599,BTK,-24.85766,0.1590644060391817,ENDOD1,-25.990404,0.042731778081705224,RNF10,-1.5402496,0.03005117694367689,SERPINB6,-26.690998,0.0002811464097991817
DYNLT1,-4.429681,0.0002776578374854276,ZNF746,-25.286514,0.1582386681945151,FAM49B,-2.864555,0.041681421150490644,MALAT1,-1.4723676,0.03214601839805556,TMEM242,-26.784845,0.000279647330506947
CEBPB,-4.0504203,0.0002703337614773157,TANGO2,-2.7112048,0.1579872062309707,DYNC1LI2,-26.554947,0.04169559298145604,NEMF,-25.959013,0.027696114243535665,PSMD2,-27.023535,0.0002774914834338001
SNRPN,-3.9045892,0.00026699919811991665,LCK,-25.674767,0.15812564651973868,NFIX,-1.9947172,0.04252083492712585,DAAM2,-26.299532,0.027662854187304964,ANK1,-26.941626,0.0002774914834338001
CYR61,-27.973083,0.000279015975915151,RP11-395A13.2,-25.396503,0.1579872062309707,MEF2A,-26.397552,0.04147984274561183,SLAIN1,-26.85892,0.027662854187304964,NDUFA12,-26.875233,0.0002774914834338001
ORMDL1,-27.441435,0.0002752474607065765,RP5-1198O20.4,-25.304295,0.15797589576025578,GPCPD1,-26.061728,0.0410940250139,NBR1,-25.922901,0.0273298028207946,SAMD9L,-26.920473,0.0002760759069212554
IFNGR2,-27.474234,0.00026685465061051275,RCL1,-25.342499,0.15797589576025578,ABCA8,-2.6360805,0.041356100042864635,NUMA1,-25.770618,0.027265059223410992,CHMP5,-26.73558,0.0002760759069212554
PTPRS,-27.57083,0.00026565286064799825,PCSK1N,-25.329601,0.15797589576025578,TCEANC,-26.151207,0.04064449741728762,UBAP2L,-26.284105,0.02699022855986381,DNAJC8,-27.073694,0.0002760759069212554
RSU1,-4.177924,0.00024414706754968715,FLOT2,-25.393053,0.15797589576025578,TMBIM4,-2.4198472,0.04049130362385401,SLC25A36,-25.888481,0.026959833384417185,CRIP1,-26.990828,0.00027214846901038364
CDH11,-3.6831493,0.00022846178660400755,RPS12,-0.79345936,0.15952125193033675,DDRGK1,-26.650393,0.04049130362385401,CAMP,-26.763569,0.026831237191986695,PAN3,-26.92026,0.0002717761315679471
PGK1,-27.528812,0.0002508082905524023,DLGAP1-AS1,-25.192446,0.156732922555146,TUBB1,-26.014122,0.04049130362385401,NFE2L1,-25.79097,0.02671908426591668,TCP1,-26.842058,0.0002632694023545443
