"","Top","p.value","FDR","summary.logFC","logFC","r","tf","CellType","tag"
"Megakaryocyte.CDX2",294,0.633120374218291,0.768002924219832,0.108161229895599,0.108161229895599,0.0824,"CDX2","Megakaryocyte","ns"
"Megakaryocyte.CEBPA",179,0.143650266231746,0.2881030479173,-0.323331364696728,-0.323331364696728,-0.146,"CEBPA","Megakaryocyte","ns"
"Megakaryocyte.CEBPB",298,0.6451295528569,0.777186273408145,0.0923525118175322,0.0923525118175322,0.0454,"CEBPB","Megakaryocyte","ns"
"Megakaryocyte.CEBPD",23,0.000260622215379756,0.00406797284005793,0.862106463043362,0.862106463043362,0.459,"CEBPD","Megakaryocyte","**"
"Megakaryocyte.CEBPE",301,0.661760911145425,0.787191556400675,-0.0569804332070825,-0.0569804332070825,-0.0488,"CEBPE","Megakaryocyte","ns"
"Megakaryocyte.CEBPG",236,0.36721990406755,0.55860993881462,-0.188527844271908,-0.188527844271908,-0.0824,"CEBPG","Megakaryocyte","ns"
"Megakaryocyte.CEBPZ",308,0.695397244072599,0.810544190331373,-0.0839497290596374,-0.0839497290596374,-0.0185,"CEBPZ","Megakaryocyte","ns"
"Megakaryocyte.CLOCK",235,0.362490192641038,0.553761613438862,-0.230948453597214,-0.230948453597214,-0.0992,"CLOCK","Megakaryocyte","ns"
"Megakaryocyte.CREB1",204,0.209937518109061,0.36944886765271,0.246874011219381,0.246874011219381,0.174,"CREB1","Megakaryocyte","ns"
"Megakaryocyte.CREB3",11,2.79807863401171e-05,0.000913191117827457,1.00915755237667,1.00915755237667,0.511,"CREB3","Megakaryocyte","***"
"Megakaryocyte.CREB3L1",12,4.77657348626429e-05,0.00142899156797407,1.00686131142618,1.00686131142618,0.479,"CREB3L1","Megakaryocyte","**"
"Megakaryocyte.CREB5",171,0.122921735565057,0.258063760630735,0.409126141071736,0.409126141071736,0.0858,"CREB5","Megakaryocyte","ns"
"Megakaryocyte.CREM",98,0.0254821177377792,0.093347757835334,0.58473180089646,0.58473180089646,0.269,"CREM","Megakaryocyte","ns"
"Megakaryocyte.CTCF",113,0.0346154306483624,0.109125308959891,-0.42070207882823,-0.42070207882823,-0.194,"CTCF","Megakaryocyte","ns"
"Megakaryocyte.CTCFL",341,0.871069135623463,0.917049324600655,-0.0385611038126023,-0.0385611038126023,-0.0656,"CTCFL","Megakaryocyte","ns"
"Megakaryocyte.CUX1",180,0.147740008816399,0.29465923980604,0.322287353818103,0.322287353818103,0.145,"CUX1","Megakaryocyte","ns"
"Megakaryocyte.CXXC4",343,0.879617536729593,0.920649258559545,0.0336646769988801,0.0336646769988801,0.0169,"CXXC4","Megakaryocyte","ns"
"Megakaryocyte.DDIT3",207,0.215045480781947,0.372953273433425,0.220251548461403,0.220251548461403,-0.101,"DDIT3","Megakaryocyte","ns"
"Megakaryocyte.DEAF1",321,0.751306539827823,0.839315476155912,0.0754983092383607,0.0754983092383607,0.0253,"DEAF1","Megakaryocyte","ns"
"Megakaryocyte.DNMT1",78,0.00884884554047394,0.040379319766464,0.646645984009226,0.646645984009226,0.37,"DNMT1","Megakaryocyte","*"
"Megakaryocyte.DUX4",43,0.00198439292577151,0.0165673734965575,-0.4584897490185,-0.4584897490185,-0.351,"DUX4","Megakaryocyte","*"
"Megakaryocyte.E2F1",293,0.631145102500274,0.768002924219832,-0.105505006574435,-0.105505006574435,-0.0774,"E2F1","Megakaryocyte","ns"
"Megakaryocyte.E2F2",282,0.553079150948841,0.704097216988064,0.153619540674145,0.153619540674145,0.0622,"E2F2","Megakaryocyte","ns"
"Megakaryocyte.E2F3",266,0.515292076368326,0.691062531666224,0.17048995328999,0.17048995328999,-0.0488,"E2F3","Megakaryocyte","ns"
"Megakaryocyte.E2F4",92,0.0188609618926622,0.0735987534724536,-0.651390275596772,-0.651390275596772,-0.405,"E2F4","Megakaryocyte","ns"
"Megakaryocyte.E2F5",319,0.744758941478903,0.838145642604784,0.0677274890043249,0.0677274890043249,0.0286,"E2F5","Megakaryocyte","ns"
"Megakaryocyte.E2F6",115,0.0349565752935584,0.109125308959891,0.535250411984991,0.535250411984991,0.228,"E2F6","Megakaryocyte","ns"
"Megakaryocyte.E2F7",184,0.157809457312289,0.307899973777782,0.23621526026697,0.23621526026697,0.123,"E2F7","Megakaryocyte","ns"
"Megakaryocyte.EBF1",136,0.0667528068324823,0.176207776859273,-0.468373880778903,-0.468373880778903,-0.181,"EBF1","Megakaryocyte","ns"
"Megakaryocyte.EGR1",246,0.416294761866125,0.605328596848848,0.186596331545047,0.186596331545047,0.0841,"EGR1","Megakaryocyte","ns"
"Megakaryocyte.EGR2",202,0.204782315050454,0.363944807441153,0.145064606039975,0.145064606039975,-0.00169,"EGR2","Megakaryocyte","ns"
"Megakaryocyte.EHF",255,0.447086614364645,0.627684004851795,-0.208169633645257,-0.208169633645257,-0.119,"EHF","Megakaryocyte","ns"
"Megakaryocyte.ELF1",96,0.0221513153464151,0.0828366896808649,0.70373873965945,0.70373873965945,0.279,"ELF1","Megakaryocyte","ns"
"Megakaryocyte.ELF3",352,0.936104454446987,0.952088685710734,0.0203303793725145,0.0203303793725145,-0.0101,"ELF3","Megakaryocyte","ns"
"Megakaryocyte.ELF5",133,0.0625860741191611,0.168935342923149,-0.482669272974108,-0.482669272974108,-0.245,"ELF5","Megakaryocyte","ns"
"Megakaryocyte.ELK1",152,0.0871636316351681,0.205866735243588,0.328676117885848,0.328676117885848,0.234,"ELK1","Megakaryocyte","ns"
"Megakaryocyte.ELK4",7,8.83818211813267e-06,0.000453272482915662,0.597816828615639,0.597816828615639,0.501,"ELK4","Megakaryocyte","***"
"Megakaryocyte.EOMES",146,0.0774769969939719,0.190119962928595,-0.352300837966167,-0.352300837966167,-0.0488,"EOMES","Megakaryocyte","ns"
"Megakaryocyte.EPAS1",326,0.774442310386066,0.852836777388337,0.0620057024868422,0.0620057024868422,0.00169,"EPAS1","Megakaryocyte","ns"
"Megakaryocyte.ERG",84,0.0134044768092675,0.0572881806491315,-0.602325679537186,-0.602325679537186,-0.331,"ERG","Megakaryocyte","ns"
"Megakaryocyte.ESR1",240,0.377354252028049,0.564459068658623,0.202809595674007,0.202809595674007,0.0639,"ESR1","Megakaryocyte","ns"
"Megakaryocyte.ESR2",20,0.000201188360526372,0.00361133107144838,0.746872735146987,0.746872735146987,0.486,"ESR2","Megakaryocyte","**"
"Megakaryocyte.ESRRA",318,0.742911302597594,0.838145642604784,-0.0840289039344114,-0.0840289039344114,-0.0622,"ESRRA","Megakaryocyte","ns"
"Megakaryocyte.ETS1",281,0.549174492546802,0.701614387275096,-0.165064919189103,-0.165064919189103,-0.0454,"ETS1","Megakaryocyte","ns"
"Megakaryocyte.ETS2",290,0.608932831018997,0.753816849433862,-0.0537173264934531,-0.0537173264934531,-0.225,"ETS2","Megakaryocyte","ns"
"Megakaryocyte.ETV1",248,0.419048575934365,0.606606607904988,0.154503686831639,0.154503686831639,0.131,"ETV1","Megakaryocyte","ns"
"Megakaryocyte.ETV4",153,0.0898172469451184,0.210747657864689,0.446515307364361,0.446515307364361,0.186,"ETV4","Megakaryocyte","ns"
"Megakaryocyte.ETV6",313,0.723306931372843,0.829607630552239,0.0772358101248501,0.0772358101248501,0.0219,"ETV6","Megakaryocyte","ns"
"Megakaryocyte.FLI1",46,0.00224576841249567,0.0175267578279554,0.787636383816706,0.787636383816706,0.398,"FLI1","Megakaryocyte","*"
"Megakaryocyte.FOS",164,0.110039438129757,0.238459297072261,0.396849004903011,0.396849004903011,0.118,"FOS","Megakaryocyte","ns"
"Megakaryocyte.FOSB",26,0.000446757538767968,0.00616869063145002,0.676400671948633,0.676400671948633,0.365,"FOSB","Megakaryocyte","**"
"Megakaryocyte.FOSL1",219,0.285161190317567,0.467456015178113,0.321359502748092,0.321359502748092,0.0201,"FOSL1","Megakaryocyte","ns"
"Megakaryocyte.FOSL2",337,0.855912622955033,0.909639178045516,-0.0377569003799549,-0.0377569003799549,-0.106,"FOSL2","Megakaryocyte","ns"
"Megakaryocyte.FOXA1",198,0.189438780638778,0.343477385097582,-0.269132097693833,-0.269132097693833,-0.111,"FOXA1","Megakaryocyte","ns"
"Megakaryocyte.FOXA2",105,0.0319002089567342,0.108005290412168,-0.446036744875628,-0.446036744875628,-0.279,"FOXA2","Megakaryocyte","ns"
"Megakaryocyte.FOXD3",247,0.41647956384865,0.605328596848848,-0.0775717672322025,-0.0775717672322025,-0.0642,"FOXD3","Megakaryocyte","ns"
"Megakaryocyte.FOXF2",238,0.375696831389291,0.564459068658623,-0.139698924111759,-0.139698924111759,0.151,"FOXF2","Megakaryocyte","ns"
"Megakaryocyte.FOXJ2",173,0.135493248618454,0.281168070832514,0.299947967652014,0.299947967652014,0.239,"FOXJ2","Megakaryocyte","ns"
"Megakaryocyte.FOXK1",359,0.981784708365025,0.981784708365025,-0.00296724098127288,-0.00296724098127288,0.0201,"FOXK1","Megakaryocyte","ns"
"Megakaryocyte.FOXK2",140,0.0724134430388258,0.185688757506703,0.35128017268182,0.35128017268182,0.268,"FOXK2","Megakaryocyte","ns"
"Megakaryocyte.FOXL2",178,0.143611726159273,0.2881030479173,0.177668087845592,0.177668087845592,-0.0858,"FOXL2","Megakaryocyte","ns"
"Megakaryocyte.FOXM1",286,0.576042336835874,0.723074122112163,0.100313909595339,0.100313909595339,0.155,"FOXM1","Megakaryocyte","ns"
"Megakaryocyte.FOXO1",261,0.477540384209334,0.656846735368394,-0.161213613336937,-0.161213613336937,-0.109,"FOXO1","Megakaryocyte","ns"
"Megakaryocyte.FOXO3",40,0.00182012282323745,0.0160754891920171,0.479695992706303,0.479695992706303,0.389,"FOXO3","Megakaryocyte","*"
"Megakaryocyte.FOXO4",107,0.0322795924603341,0.108005290412168,0.58966885798244,0.58966885798244,0.17,"FOXO4","Megakaryocyte","ns"
"Megakaryocyte.FOXP1",1,3.81870785859655e-08,8.60460004822062e-06,-1.05916576677467,-1.05916576677467,-0.651,"FOXP1","Megakaryocyte","***"
"Megakaryocyte.FOXP2",158,0.0998179383177762,0.226801518076466,0.329146986248936,0.329146986248936,0.169,"FOXP2","Megakaryocyte","ns"
"Megakaryocyte.FOXP3",317,0.742756592605539,0.838145642604784,0.100012014281534,0.100012014281534,-0.464,"FOXP3","Megakaryocyte","ns"
"Megakaryocyte.GABPA",226,0.317492030527292,0.504334685660609,-0.223430940364929,-0.223430940364929,-0.106,"GABPA","Megakaryocyte","ns"
"Megakaryocyte.GATA1",2,4.8482611633621e-08,8.60460004822062e-06,1.3431130502679,1.3431130502679,0.664,"GATA1","Megakaryocyte","***"
"Megakaryocyte.GATA2",279,0.54756905249191,0.701614387275096,0.135097449198319,0.135097449198319,0.0824,"GATA2","Megakaryocyte","ns"
"Megakaryocyte.GATA3",145,0.0771428723356564,0.190119962928595,-0.415710207245707,-0.415710207245707,-0.136,"GATA3","Megakaryocyte","ns"
"Megakaryocyte.GATA4",67,0.00613494095347391,0.0328722955566736,-0.481553864330836,-0.481553864330836,-0.381,"GATA4","Megakaryocyte","*"
"Megakaryocyte.GATA6",142,0.076446289420047,0.190119962928595,-0.458287975325626,-0.458287975325626,-0.162,"GATA6","Megakaryocyte","ns"
"Megakaryocyte.GFI1",167,0.110931071143609,0.238468590063207,0.497563078582823,0.497563078582823,-0.0722,"GFI1","Megakaryocyte","ns"
"Megakaryocyte.GFI1B",81,0.00911065432056707,0.040379319766464,0.655608487478828,0.655608487478828,0.299,"GFI1B","Megakaryocyte","*"
"Megakaryocyte.GLI1",128,0.0513592540097208,0.144046657730389,-0.322664627840963,-0.322664627840963,-0.301,"GLI1","Megakaryocyte","ns"
"Megakaryocyte.GLI2",195,0.183597212022596,0.33800717495442,0.257962969345845,0.257962969345845,0.189,"GLI2","Megakaryocyte","ns"
"Megakaryocyte.GLI3",310,0.704896762917138,0.814377500673614,0.0357873940178473,0.0357873940178473,-0.375,"GLI3","Megakaryocyte","ns"
"Megakaryocyte.GLYR1",17,9.37233995327595e-05,0.00197921767248592,-0.886804893906981,-0.886804893906981,-0.484,"GLYR1","Megakaryocyte","**"
"Megakaryocyte.GRHL2",357,0.959405282276489,0.96478010178504,0.0138656713645002,0.0138656713645002,-0.0201,"GRHL2","Megakaryocyte","ns"
"Megakaryocyte.GTF2B",156,0.0946896975361063,0.217907701381168,-0.338656237502538,-0.338656237502538,-0.212,"GTF2B","Megakaryocyte","ns"
"Megakaryocyte.HBP1",280,0.548289033759635,0.701614387275096,0.122839060940975,0.122839060940975,0.0589,"HBP1","Megakaryocyte","ns"
"Megakaryocyte.HES1",239,0.376808487103093,0.564459068658623,-0.192991629249495,-0.192991629249495,-0.109,"HES1","Megakaryocyte","ns"
"Megakaryocyte.HHEX",258,0.451093240255608,0.627684004851795,0.12826489299641,0.12826489299641,0.0605,"HHEX","Megakaryocyte","ns"
"Megakaryocyte.HIC1",355,0.942281074382948,0.952898325925291,0.0206549140833651,0.0206549140833651,0.506,"HIC1","Megakaryocyte","ns"
"Megakaryocyte.HIF1A",50,0.00264058007379235,0.0189593649298291,0.634327051042311,0.634327051042311,0.354,"HIF1A","Megakaryocyte","*"
"Megakaryocyte.HINFP",91,0.0187253097091076,0.0735987534724536,0.590802077509057,0.590802077509057,0.272,"HINFP","Megakaryocyte","ns"
"Megakaryocyte.HIVEP2",121,0.0400464493506739,0.11881549848671,0.531464153663311,0.531464153663311,0.244,"HIVEP2","Megakaryocyte","ns"
"Megakaryocyte.HMBOX1",327,0.779679445947039,0.855978351972438,0.0496795250193743,0.0496795250193743,0.0118,"HMBOX1","Megakaryocyte","ns"
"Megakaryocyte.HMGA1",329,0.799047883926453,0.86978475438612,0.0174491415934552,0.0174491415934552,-0.38,"HMGA1","Megakaryocyte","ns"
"Megakaryocyte.HMGN3",151,0.0868895786907457,0.205866735243588,0.433049082846871,0.433049082846871,0.252,"HMGN3","Megakaryocyte","ns"
"Megakaryocyte.HNF1A",106,0.0319586014833181,0.108005290412168,-0.251727807152241,-0.251727807152241,-0.364,"HNF1A","Megakaryocyte","ns"
"Megakaryocyte.HNF1B",270,0.525868859894173,0.693400617706552,0.159475914024064,0.159475914024064,0.0454,"HNF1B","Megakaryocyte","ns"
"Megakaryocyte.HNF4A",284,0.569707104912126,0.720157924871314,-0.132173253407355,-0.132173253407355,-0.0925,"HNF4A","Megakaryocyte","ns"
"Megakaryocyte.HNF4G",119,0.0377032605967285,0.113743450035509,0.596777746727937,0.596777746727937,0.234,"HNF4G","Megakaryocyte","ns"
"Megakaryocyte.HOXA1",44,0.0021399200816249,0.0174598024841668,0.478011740425925,0.478011740425925,0.15,"HOXA1","Megakaryocyte","*"
"Megakaryocyte.HOXA10",104,0.0293360341042143,0.10126573310974,0.434960948239981,0.434960948239981,0.404,"HOXA10","Megakaryocyte","ns"
"Megakaryocyte.HOXA9",39,0.00177626078612231,0.0160754891920171,-0.872934758188471,-0.872934758188471,-0.374,"HOXA9","Megakaryocyte","*"
"Megakaryocyte.HOXB13",32,0.000631441522127275,0.00708398457636537,-0.674204719409583,-0.674204719409583,-0.489,"HOXB13","Megakaryocyte","**"
"Megakaryocyte.HOXB7",358,0.976836237373837,0.979564830215664,0.00493383352011428,0.00493383352011428,-0.0135,"HOXB7","Megakaryocyte","ns"
"Megakaryocyte.HSF1",323,0.759815875242068,0.843431264101864,0.0622117088217423,0.0622117088217423,-0.0454,"HSF1","Megakaryocyte","ns"
"Megakaryocyte.HSF2",214,0.249581212180916,0.418689977443686,-0.260534968925667,-0.260534968925667,0.145,"HSF2","Megakaryocyte","ns"
"Megakaryocyte.IKZF1",126,0.0451920215293378,0.128761394674859,0.496554590444158,0.496554590444158,0.269,"IKZF1","Megakaryocyte","ns"
"Megakaryocyte.IRF1",61,0.00512248169372917,0.0301470643942421,0.599602859694817,0.599602859694817,0.331,"IRF1","Megakaryocyte","*"
"Megakaryocyte.IRF2",56,0.00461771434982297,0.0294526967462939,0.463259076146324,0.463259076146324,0.385,"IRF2","Megakaryocyte","*"
"Megakaryocyte.IRF3",353,0.936176339988549,0.952088685710734,-0.0185562363847642,-0.0185562363847642,-0.0454,"IRF3","Megakaryocyte","ns"
"Megakaryocyte.IRF4",117,0.0375469054629428,0.113743450035509,-0.520686234041937,-0.520686234041937,-0.215,"IRF4","Megakaryocyte","ns"
"Megakaryocyte.IRF8",210,0.223943906740911,0.382837440571367,-0.400789512886123,-0.400789512886123,-0.282,"IRF8","Megakaryocyte","ns"
"Megakaryocyte.IRF9",5,4.21786855268897e-06,0.000302842962083068,0.754446852859667,0.754446852859667,0.55,"IRF9","Megakaryocyte","***"
"Megakaryocyte.JUN",259,0.464856537509374,0.644337826123031,0.143362464212897,0.143362464212897,0.0454,"JUN","Megakaryocyte","ns"
"Megakaryocyte.JUNB",213,0.249226280966821,0.418689977443686,0.345644950189653,0.345644950189653,0.104,"JUNB","Megakaryocyte","ns"
"Megakaryocyte.JUND",16,9.37180269587363e-05,0.00197921767248592,1.47639181588846,1.47639181588846,0.492,"JUND","Megakaryocyte","**"
"Megakaryocyte.KDM5B",278,0.546481362142492,0.701614387275096,0.142300400966812,0.142300400966812,0.042,"KDM5B","Megakaryocyte","ns"
"Megakaryocyte.KLF1",31,0.000616372728534421,0.00708398457636537,0.675296554755311,0.675296554755311,0.44,"KLF1","Megakaryocyte","**"
"Megakaryocyte.KLF10",114,0.0348111415507034,0.109125308959891,0.619814793013822,0.619814793013822,0.119,"KLF10","Megakaryocyte","ns"
"Megakaryocyte.KLF13",4,1.9857492600516e-06,0.000178220996089631,1.56896138598925,1.56896138598925,0.556,"KLF13","Megakaryocyte","***"
"Megakaryocyte.KLF2",220,0.288899498048039,0.471431453632937,0.305625563753053,0.305625563753053,-0.142,"KLF2","Megakaryocyte","ns"
"Megakaryocyte.KLF3",228,0.329005624077225,0.518039557209314,-0.192730477742752,-0.192730477742752,-0.13,"KLF3","Megakaryocyte","ns"
"Megakaryocyte.KLF4",268,0.517306688970943,0.691062531666224,0.164717022030638,0.164717022030638,0.0336,"KLF4","Megakaryocyte","ns"
"Megakaryocyte.KLF5",14,8.41526813033868e-05,0.00197921767248592,1.27585117474421,1.27585117474421,0.484,"KLF5","Megakaryocyte","**"
"Megakaryocyte.KLF6",110,0.0333440414841831,0.108537120616182,0.623440202094582,0.623440202094582,0.225,"KLF6","Megakaryocyte","ns"
"Megakaryocyte.KLF8",35,0.00113526750117698,0.0116446009406439,0.666161660358377,0.666161660358377,0.396,"KLF8","Megakaryocyte","*"
"Megakaryocyte.KLF9",252,0.434599011588713,0.616751950272805,0.207120246990304,0.207120246990304,0.0336,"KLF9","Megakaryocyte","ns"
"Megakaryocyte.KMT2A",134,0.0639900555757156,0.171436044415537,-0.379508809613357,-0.379508809613357,-0.252,"KMT2A","Megakaryocyte","ns"
"Megakaryocyte.KMT2B",19,0.000142579720823639,0.00269400630398349,-0.80144265652495,-0.80144265652495,-0.474,"KMT2B","Megakaryocyte","**"
"Megakaryocyte.LEF1",149,0.0843465098517168,0.203224141186351,-0.364559225192879,-0.364559225192879,-0.239,"LEF1","Megakaryocyte","ns"
"Megakaryocyte.LHX2",269,0.517815657432352,0.691062531666224,-0.118298150609504,-0.118298150609504,-0.0891,"LHX2","Megakaryocyte","ns"
"Megakaryocyte.LYL1",330,0.799523590382784,0.86978475438612,0.0766617888289386,0.0766617888289386,0.0824,"LYL1","Megakaryocyte","ns"
"Megakaryocyte.MAF",354,0.940335657191505,0.952898325925291,0.0241320475914493,0.0241320475914493,0.0219,"MAF","Megakaryocyte","ns"
"Megakaryocyte.MAFB",177,0.142854942575975,0.2881030479173,-0.35480295221207,-0.35480295221207,-0.148,"MAFB","Megakaryocyte","ns"
"Megakaryocyte.MAFF",225,0.311801832157266,0.497497145530927,-0.241564848211779,-0.241564848211779,-0.0875,"MAFF","Megakaryocyte","ns"
"Megakaryocyte.MAFG",296,0.635029603629693,0.768002924219832,-0.112528082850071,-0.112528082850071,-0.0571,"MAFG","Megakaryocyte","ns"
"Megakaryocyte.MAFK",147,0.0778485642075305,0.190119962928595,-0.376972133403774,-0.376972133403774,-0.206,"MAFK","Megakaryocyte","ns"
"Megakaryocyte.MAX",52,0.0035937852172127,0.0248109402496031,0.787060032062552,0.787060032062552,0.305,"MAX","Megakaryocyte","*"
"Megakaryocyte.MAZ",120,0.0391437637984445,0.11710509336368,0.58051590228576,0.58051590228576,0.228,"MAZ","Megakaryocyte","ns"
"Megakaryocyte.MBD1",123,0.0432085831605847,0.124356121102737,0.541203758686363,0.541203758686363,0.224,"MBD1","Megakaryocyte","ns"
"Megakaryocyte.MBD2",208,0.216570308517464,0.373124052498883,-0.265965937437146,-0.265965937437146,-0.101,"MBD2","Megakaryocyte","ns"
"Megakaryocyte.MBD3",99,0.0262851780102426,0.0943337692142863,0.598680349575479,0.598680349575479,0.235,"MBD3","Megakaryocyte","ns"
"Megakaryocyte.MBD4",27,0.000491501337229519,0.00653514740982954,-0.587734839921011,-0.587734839921011,-0.575,"MBD4","Megakaryocyte","**"
"Megakaryocyte.MECP2",227,0.325581983665755,0.514907190026459,0.0434148185505848,0.0434148185505848,0.19,"MECP2","Megakaryocyte","ns"
"Megakaryocyte.MEF2A",189,0.171729818794407,0.326195793371387,0.228139294307369,0.228139294307369,0.205,"MEF2A","Megakaryocyte","ns"
"Megakaryocyte.MEF2B",244,0.409769203150926,0.602898130865502,0.181527676340654,0.181527676340654,0.141,"MEF2B","Megakaryocyte","ns"
"Megakaryocyte.MEF2C",311,0.705491372449844,0.814377500673614,-0.0544411570171312,-0.0544411570171312,-0.0151,"MEF2C","Megakaryocyte","ns"
"Megakaryocyte.MEF2D",316,0.741640763290295,0.838145642604784,-0.0320182422296249,-0.0320182422296249,-0.381,"MEF2D","Megakaryocyte","ns"
"Megakaryocyte.MEIS1",93,0.0190868032493476,0.0736791652313524,0.587357502313959,0.587357502313959,0.242,"MEIS1","Megakaryocyte","ns"
"Megakaryocyte.MEIS2",307,0.693133885678023,0.810537670874301,-0.0917335851592709,-0.0917335851592709,-0.0656,"MEIS2","Megakaryocyte","ns"
"Megakaryocyte.MITF",306,0.690835539180551,0.810490060672607,0.0586585342315118,0.0586585342315118,0.0505,"MITF","Megakaryocyte","ns"
"Megakaryocyte.MNT",165,0.110202291940574,0.238459297072261,0.448004559622125,0.448004559622125,0.126,"MNT","Megakaryocyte","ns"
"Megakaryocyte.MSX2",48,0.0026150351043279,0.0189593649298291,0.473012047918778,0.473012047918778,0.22,"MSX2","Megakaryocyte","*"
"Megakaryocyte.MTF1",77,0.00877975093455974,0.040379319766464,0.447150587301807,0.447150587301807,0.224,"MTF1","Megakaryocyte","*"
"Megakaryocyte.MXI1",58,0.00481450335087325,0.0294526967462939,0.655339495316363,0.655339495316363,0.33,"MXI1","Megakaryocyte","*"
"Megakaryocyte.MYB",76,0.00857709667017951,0.040379319766464,-0.558297174903039,-0.558297174903039,-0.312,"MYB","Megakaryocyte","*"
"Megakaryocyte.MYBL1",349,0.93049755808715,0.952088685710734,-0.0161456013656492,-0.0161456013656492,-0.0706,"MYBL1","Megakaryocyte","ns"
"Megakaryocyte.MYBL2",346,0.906790620130205,0.940860787938566,0.0182673460199532,0.0182673460199532,-0.0235,"MYBL2","Megakaryocyte","ns"
"Megakaryocyte.MYC",95,0.0212831299990266,0.0804278281015847,-0.657624289771604,-0.657624289771604,-0.298,"MYC","Megakaryocyte","ns"
"Megakaryocyte.MYCN",231,0.347179725199517,0.538797192449096,0.23115479666124,0.23115479666124,0.0891,"MYCN","Megakaryocyte","ns"
"Megakaryocyte.MYNN",34,0.000824119116045667,0.00870172831354101,0.968741694416408,0.968741694416408,0.386,"MYNN","Megakaryocyte","**"
"Megakaryocyte.MYOD1",348,0.925317972196026,0.952088685710734,-0.022075766987547,-0.022075766987547,-0.0135,"MYOD1","Megakaryocyte","ns"
"Megakaryocyte.NANOG",109,0.0331240573523818,0.108537120616182,-0.358263283016272,-0.358263283016272,-0.176,"NANOG","Megakaryocyte","ns"
"Megakaryocyte.NCOA1",187,0.16844916397117,0.323386362917915,-0.338661450763897,-0.338661450763897,-0.15,"NCOA1","Megakaryocyte","ns"
"Megakaryocyte.NCOA2",181,0.15272187246675,0.301765315105252,-0.273699555915379,-0.273699555915379,-0.169,"NCOA2","Megakaryocyte","ns"
"Megakaryocyte.NCOA3",71,0.00755320394307231,0.0381915523318726,-0.528329018878055,-0.528329018878055,-0.375,"NCOA3","Megakaryocyte","*"
"Megakaryocyte.NEUROD1",8,1.39848264133666e-05,0.000605334892137991,1.45605545197784,1.45605545197784,0.498,"NEUROD1","Megakaryocyte","***"
"Megakaryocyte.NFAT5",38,0.00156824756037206,0.0148158124782519,-1.13797207995719,-1.13797207995719,-0.424,"NFAT5","Megakaryocyte","*"
"Megakaryocyte.NFATC1",172,0.126568730958128,0.264175432639348,0.385653738349493,0.385653738349493,0.174,"NFATC1","Megakaryocyte","ns"
"Megakaryocyte.NFE2",174,0.137978973462595,0.284680755592365,0.301460551079986,0.301460551079986,0.189,"NFE2","Megakaryocyte","ns"
"Megakaryocyte.NFE2L1",45,0.00221208883916285,0.0175267578279554,0.634588000846831,0.634588000846831,0.395,"NFE2L1","Megakaryocyte","*"
"Megakaryocyte.NFE2L2",10,1.97831078208812e-05,0.000710213570769634,1.33588235131938,1.33588235131938,0.536,"NFE2L2","Megakaryocyte","***"
"Megakaryocyte.NFIA",9,1.51755265438494e-05,0.000605334892137991,1.36317535474164,1.36317535474164,0.521,"NFIA","Megakaryocyte","***"
"Megakaryocyte.NFIC",233,0.349692885349971,0.538797192449096,0.148949937095648,0.148949937095648,0.0722,"NFIC","Megakaryocyte","ns"
"Megakaryocyte.NFKB1",297,0.635367321708329,0.768002924219832,0.0925883426765273,0.0925883426765273,0.074,"NFKB1","Megakaryocyte","ns"
"Megakaryocyte.NFKB2",257,0.449892120222358,0.627684004851795,-0.184874623213887,-0.184874623213887,-0.135,"NFKB2","Megakaryocyte","ns"
"Megakaryocyte.NFYA",100,0.0264081627892471,0.0943337692142863,0.501617334231415,0.501617334231415,0.239,"NFYA","Megakaryocyte","ns"
"Megakaryocyte.NFYB",196,0.186023878957389,0.339214431880524,0.252461216305399,0.252461216305399,0.174,"NFYB","Megakaryocyte","ns"
"Megakaryocyte.NFYC",335,0.847848228158025,0.908589593757406,-0.0374522166669082,-0.0374522166669082,-0.0672,"NFYC","Megakaryocyte","ns"
"Megakaryocyte.NME2",57,0.00476992047390215,0.0294526967462939,-0.614088168918179,-0.614088168918179,-0.435,"NME2","Megakaryocyte","*"
"Megakaryocyte.NR1H2",200,0.192613020924465,0.345740372559414,0.300239417698134,0.300239417698134,0.0959,"NR1H2","Megakaryocyte","ns"
"Megakaryocyte.NR1H3",229,0.333431573142413,0.522715872306228,-0.149702702951764,-0.149702702951764,-0.141,"NR1H3","Megakaryocyte","ns"
"Megakaryocyte.NR1H4",130,0.0549931536027939,0.151865708795408,-0.0923122410615492,-0.0923122410615492,-0.476,"NR1H4","Megakaryocyte","ns"
"Megakaryocyte.NR1I2",102,0.0270853111300067,0.0953296734869842,0.435189612187533,0.435189612187533,0.284,"NR1I2","Megakaryocyte","ns"
"Megakaryocyte.NR2C2",275,0.531465426316641,0.693803956536997,-0.172409001284257,-0.172409001284257,-0.106,"NR2C2","Megakaryocyte","ns"
"Megakaryocyte.NR2F1",303,0.666542709608957,0.78973212128586,-0.122509687227329,-0.122509687227329,-0.069,"NR2F1","Megakaryocyte","ns"
"Megakaryocyte.NR2F2",206,0.213464003941575,0.372007657354493,0.311104469381936,0.311104469381936,0.131,"NR2F2","Megakaryocyte","ns"
"Megakaryocyte.NR2F6",347,0.921487706200593,0.952088685710734,-0.0205801241460282,-0.0205801241460282,0.0404,"NR2F6","Megakaryocyte","ns"
