"","TF","Receptor","celltype","Target_Gene","TF_Score"
"36908","HIF1A","MAPK9","Fibroblast","MCL1",0.13317254
"36909","HIF1A","MAPK9","Fibroblast","BAX",0.13317254
"36910","HIF1A","MAPK9","Fibroblast","ALDOA",0.13317254
"36911","HIF1A","MAPK9","Fibroblast","CXCL12",0.13317254
"36912","HIF1A","MAPK9","Fibroblast","ENO1",0.13317254
"36913","HIF1A","MAPK9","Fibroblast","FAM162A",0.13317254
"36914","HIF1A","MAPK9","Fibroblast","MIF",0.13317254
"36915","HIF1A","MAPK9","Fibroblast","NR3C1",0.13317254
"36916","HIF1A","MAPK9","Fibroblast","VEGFB",0.13317254
"36917","HIF1A","MAPK9","Fibroblast","PFKL",0.13317254
"36918","HIF1A","MAPK9","Fibroblast","DDIT4",0.13317254
"36919","HIF1A","MAPK9","Fibroblast","CDKN1B",0.13317254
"36920","HIF1A","MAPK9","Fibroblast","COX4I1",0.13317254
"36921","HIF1A","MAPK9","Fibroblast","BCL2L1",0.13317254
"36922","HIF1A","MAPK9","Fibroblast","BNIP3L",0.13317254
"36923","HIF1A","MAPK9","Fibroblast","PGAM1",0.13317254
"36924","HIF1A","MAPK9","Fibroblast","PKM",0.13317254
"36925","HIF1A","MAPK9","Fibroblast","PPP1R10",0.13317254
"36926","HIF1A","MAPK9","Fibroblast","PPP5C",0.13317254
"36927","HIF1A","MAPK9","Fibroblast","ETS1",0.13317254
"36928","HIF1A","MAPK9","Fibroblast","AGPAT5",0.13317254
"36929","HIF1A","MAPK9","Fibroblast","ARID1B",0.13317254
"36930","HIF1A","MAPK9","Fibroblast","DDX18",0.13317254
"36931","HIF1A","MAPK9","Fibroblast","ENG",0.13317254
"36932","HIF1A","MAPK9","Fibroblast","HK1",0.13317254
"36933","HIF1A","MAPK9","Fibroblast","ILK",0.13317254
"36934","HIF1A","MAPK9","Fibroblast","INHBA",0.13317254
"36935","HIF1A","MAPK9","Fibroblast","ITGB1",0.13317254
"36936","HIF1A","MAPK9","Fibroblast","MMP14",0.13317254
"36937","HIF1A","MAPK9","Fibroblast","MSI2",0.13317254
"36938","HIF1A","MAPK9","Fibroblast","NAV1",0.13317254
"36939","HIF1A","MAPK9","Fibroblast","NEK7",0.13317254
"36940","HIF1A","MAPK9","Fibroblast","PFKP",0.13317254
"36941","HIF1A","MAPK9","Fibroblast","PPIA",0.13317254
"36942","HIF1A","MAPK9","Fibroblast","RERE",0.13317254
"36943","HIF1A","MAPK9","Fibroblast","RNF7",0.13317254
"36944","HIF1A","MAPK9","Fibroblast","RUNX1",0.13317254
"36945","HIF1A","MAPK9","Fibroblast","SIPA1L1",0.13317254
"36946","HIF1A","MAPK9","Fibroblast","TNS1",0.13317254
"36947","HIF1A","MAPK9","Fibroblast","USP6NL",0.13317254
"36948","HIF1A","MAPK9","Fibroblast","VGLL4",0.13317254
"36949","HIF1A","MAPK9","Fibroblast","ZMYND8",0.13317254
"36950","HIF1A","AGTR1","Fibroblast","VEGFA",0.13317254
"36951","HIF1A","AGTR1","Fibroblast","TFRC",0.13317254
"36952","HIF1A","AGTR1","Fibroblast","CDKN1A",0.13317254
"36953","HIF1A","AGTR1","Fibroblast","SERPINE1",0.13317254
"36954","HIF1A","AGTR1","Fibroblast","BNIP3",0.13317254
"36955","HIF1A","AGTR1","Fibroblast","TP53",0.13317254
"36956","HIF1A","AGTR1","Fibroblast","SLC2A1",0.13317254
"36957","HIF1A","AGTR1","Fibroblast","HMOX1",0.13317254
"36958","HIF1A","AGTR1","Fibroblast","PFKFB3",0.13317254
"36959","HIF1A","AGTR1","Fibroblast","NT5E",0.13317254
"36960","HIF1A","AGTR1","Fibroblast","TIMP1",0.13317254
"36961","HIF1A","AGTR1","Fibroblast","RORA",0.13317254
"36962","HIF1A","AGTR1","Fibroblast","NPM1",0.13317254
"36963","HIF1A","AGTR1","Fibroblast","FURIN",0.13317254
"36964","HIF1A","AGTR1","Fibroblast","LDHA",0.13317254
"36965","HIF1A","AGTR1","Fibroblast","CCND1",0.13317254
"36966","HIF1A","AGTR1","Fibroblast","MET",0.13317254
"36967","HIF1A","AGTR1","Fibroblast","CXCR4",0.13317254
"36968","HIF1A","AGTR1","Fibroblast","BIRC5",0.13317254
"36969","HIF1A","AGTR1","Fibroblast","CITED2",0.13317254
"36970","HIF1A","AGTR1","Fibroblast","PMAIP1",0.13317254
"36971","HIF1A","AGTR1","Fibroblast","SPHK1",0.13317254
"36972","HIF1A","AGTR1","Fibroblast","KITLG",0.13317254
"36973","HIF1A","AGTR1","Fibroblast","STC2",0.13317254
"36974","HIF1A","AGTR1","Fibroblast","AURKA",0.13317254
"36975","HIF1A","AGTR1","Fibroblast","FOXM1",0.13317254
"36976","HIF1A","AGTR1","Fibroblast","LGALS1",0.13317254
"36977","HIF1A","AGTR1","Fibroblast","ALAS2",0.13317254
"36978","HIF1A","AGTR1","Fibroblast","LOX",0.13317254
"36979","HIF1A","AGTR1","Fibroblast","GAPDH",0.13317254
"36980","HIF1A","AGTR1","Fibroblast","MCL1",0.13317254
"36981","HIF1A","AGTR1","Fibroblast","BAX",0.13317254
"36982","HIF1A","AGTR1","Fibroblast","ALDOA",0.13317254
"36983","HIF1A","AGTR1","Fibroblast","CXCL12",0.13317254
"36984","HIF1A","AGTR1","Fibroblast","ENO1",0.13317254
"36985","HIF1A","AGTR1","Fibroblast","FAM162A",0.13317254
"36986","HIF1A","AGTR1","Fibroblast","MIF",0.13317254
"36987","HIF1A","AGTR1","Fibroblast","NR3C1",0.13317254
"36988","HIF1A","AGTR1","Fibroblast","VEGFB",0.13317254
"36989","HIF1A","AGTR1","Fibroblast","PFKL",0.13317254
"36990","HIF1A","AGTR1","Fibroblast","DDIT4",0.13317254
"36991","HIF1A","AGTR1","Fibroblast","CDKN1B",0.13317254
"36992","HIF1A","AGTR1","Fibroblast","COX4I1",0.13317254
"36993","HIF1A","AGTR1","Fibroblast","BCL2L1",0.13317254
"36994","HIF1A","AGTR1","Fibroblast","BNIP3L",0.13317254
"36995","HIF1A","AGTR1","Fibroblast","PGAM1",0.13317254
"36996","HIF1A","AGTR1","Fibroblast","PKM",0.13317254
"36997","HIF1A","AGTR1","Fibroblast","PPP1R10",0.13317254
"36998","HIF1A","AGTR1","Fibroblast","PPP5C",0.13317254
"36999","HIF1A","AGTR1","Fibroblast","ETS1",0.13317254
"37000","HIF1A","AGTR1","Fibroblast","AGPAT5",0.13317254
"37001","HIF1A","AGTR1","Fibroblast","ARID1B",0.13317254
"37002","HIF1A","AGTR1","Fibroblast","DDX18",0.13317254
"37003","HIF1A","AGTR1","Fibroblast","ENG",0.13317254
"37004","HIF1A","AGTR1","Fibroblast","HK1",0.13317254
"37005","HIF1A","AGTR1","Fibroblast","ILK",0.13317254
"37006","HIF1A","AGTR1","Fibroblast","INHBA",0.13317254
"37007","HIF1A","AGTR1","Fibroblast","ITGB1",0.13317254
"37008","HIF1A","AGTR1","Fibroblast","MMP14",0.13317254
"37009","HIF1A","AGTR1","Fibroblast","MSI2",0.13317254
"37010","HIF1A","AGTR1","Fibroblast","NAV1",0.13317254
"37011","HIF1A","AGTR1","Fibroblast","NEK7",0.13317254
"37012","HIF1A","AGTR1","Fibroblast","PFKP",0.13317254
"37013","HIF1A","AGTR1","Fibroblast","PPIA",0.13317254
"37014","HIF1A","AGTR1","Fibroblast","RERE",0.13317254
"37015","HIF1A","AGTR1","Fibroblast","RNF7",0.13317254
"37016","HIF1A","AGTR1","Fibroblast","RUNX1",0.13317254
"37017","HIF1A","AGTR1","Fibroblast","SIPA1L1",0.13317254
"37018","HIF1A","AGTR1","Fibroblast","TNS1",0.13317254
"37019","HIF1A","AGTR1","Fibroblast","USP6NL",0.13317254
"37020","HIF1A","AGTR1","Fibroblast","VGLL4",0.13317254
"37021","HIF1A","AGTR1","Fibroblast","ZMYND8",0.13317254
"37022","HIF1A","STK11","Fibroblast","VEGFA",0.13317254
"37023","HIF1A","STK11","Fibroblast","TFRC",0.13317254
"37024","HIF1A","STK11","Fibroblast","CDKN1A",0.13317254
"37025","HIF1A","STK11","Fibroblast","SERPINE1",0.13317254
"37026","HIF1A","STK11","Fibroblast","BNIP3",0.13317254
"37027","HIF1A","STK11","Fibroblast","TP53",0.13317254
"37028","HIF1A","STK11","Fibroblast","SLC2A1",0.13317254
"37029","HIF1A","STK11","Fibroblast","HMOX1",0.13317254
"37030","HIF1A","STK11","Fibroblast","PFKFB3",0.13317254
"37031","HIF1A","STK11","Fibroblast","NT5E",0.13317254
"37032","HIF1A","STK11","Fibroblast","TIMP1",0.13317254
"37033","HIF1A","STK11","Fibroblast","RORA",0.13317254
"37034","HIF1A","STK11","Fibroblast","NPM1",0.13317254
"37035","HIF1A","STK11","Fibroblast","FURIN",0.13317254
"37036","HIF1A","STK11","Fibroblast","LDHA",0.13317254
"37037","HIF1A","STK11","Fibroblast","CCND1",0.13317254
"37038","HIF1A","STK11","Fibroblast","MET",0.13317254
"37039","HIF1A","STK11","Fibroblast","CXCR4",0.13317254
"37040","HIF1A","STK11","Fibroblast","BIRC5",0.13317254
"37041","HIF1A","STK11","Fibroblast","CITED2",0.13317254
"37042","HIF1A","STK11","Fibroblast","PMAIP1",0.13317254
"37043","HIF1A","STK11","Fibroblast","SPHK1",0.13317254
"37044","HIF1A","STK11","Fibroblast","KITLG",0.13317254
"37045","HIF1A","STK11","Fibroblast","STC2",0.13317254
"37046","HIF1A","STK11","Fibroblast","AURKA",0.13317254
"37047","HIF1A","STK11","Fibroblast","FOXM1",0.13317254
"37048","HIF1A","STK11","Fibroblast","LGALS1",0.13317254
"37049","HIF1A","STK11","Fibroblast","ALAS2",0.13317254
"37050","HIF1A","STK11","Fibroblast","LOX",0.13317254
"37051","HIF1A","STK11","Fibroblast","GAPDH",0.13317254
"37052","HIF1A","STK11","Fibroblast","MCL1",0.13317254
"37053","HIF1A","STK11","Fibroblast","BAX",0.13317254
"37054","HIF1A","STK11","Fibroblast","ALDOA",0.13317254
"37055","HIF1A","STK11","Fibroblast","CXCL12",0.13317254
"37056","HIF1A","STK11","Fibroblast","ENO1",0.13317254
"37057","HIF1A","STK11","Fibroblast","FAM162A",0.13317254
"37058","HIF1A","STK11","Fibroblast","MIF",0.13317254
"37059","HIF1A","STK11","Fibroblast","NR3C1",0.13317254
"37060","HIF1A","STK11","Fibroblast","VEGFB",0.13317254
"37061","HIF1A","STK11","Fibroblast","PFKL",0.13317254
"37062","HIF1A","STK11","Fibroblast","DDIT4",0.13317254
"37063","HIF1A","STK11","Fibroblast","CDKN1B",0.13317254
"37064","HIF1A","STK11","Fibroblast","COX4I1",0.13317254
"37065","HIF1A","STK11","Fibroblast","BCL2L1",0.13317254
"37066","HIF1A","STK11","Fibroblast","BNIP3L",0.13317254
"37067","HIF1A","STK11","Fibroblast","PGAM1",0.13317254
"37068","HIF1A","STK11","Fibroblast","PKM",0.13317254
"37069","HIF1A","STK11","Fibroblast","PPP1R10",0.13317254
"37070","HIF1A","STK11","Fibroblast","PPP5C",0.13317254
"37071","HIF1A","STK11","Fibroblast","ETS1",0.13317254
"37072","HIF1A","STK11","Fibroblast","AGPAT5",0.13317254
"37073","HIF1A","STK11","Fibroblast","ARID1B",0.13317254
"37074","HIF1A","STK11","Fibroblast","DDX18",0.13317254
"37075","HIF1A","STK11","Fibroblast","ENG",0.13317254
"37076","HIF1A","STK11","Fibroblast","HK1",0.13317254
"37077","HIF1A","STK11","Fibroblast","ILK",0.13317254
"37078","HIF1A","STK11","Fibroblast","INHBA",0.13317254
"37079","HIF1A","STK11","Fibroblast","ITGB1",0.13317254
"37080","HIF1A","STK11","Fibroblast","MMP14",0.13317254
"37081","HIF1A","STK11","Fibroblast","MSI2",0.13317254
"37082","HIF1A","STK11","Fibroblast","NAV1",0.13317254
"37083","HIF1A","STK11","Fibroblast","NEK7",0.13317254
"37084","HIF1A","STK11","Fibroblast","PFKP",0.13317254
"37085","HIF1A","STK11","Fibroblast","PPIA",0.13317254
"37086","HIF1A","STK11","Fibroblast","RERE",0.13317254
"37087","HIF1A","STK11","Fibroblast","RNF7",0.13317254
"37088","HIF1A","STK11","Fibroblast","RUNX1",0.13317254
"37089","HIF1A","STK11","Fibroblast","SIPA1L1",0.13317254
"37090","HIF1A","STK11","Fibroblast","TNS1",0.13317254
"37091","HIF1A","STK11","Fibroblast","USP6NL",0.13317254
"37092","HIF1A","STK11","Fibroblast","VGLL4",0.13317254
"37093","HIF1A","STK11","Fibroblast","ZMYND8",0.13317254
"37094","HIF1A","ATM","Fibroblast","VEGFA",0.13317254
"37095","HIF1A","ATM","Fibroblast","TFRC",0.13317254
"37096","HIF1A","ATM","Fibroblast","CDKN1A",0.13317254
"37097","HIF1A","ATM","Fibroblast","SERPINE1",0.13317254
"37098","HIF1A","ATM","Fibroblast","BNIP3",0.13317254
"37099","HIF1A","ATM","Fibroblast","TP53",0.13317254
"37100","HIF1A","ATM","Fibroblast","SLC2A1",0.13317254
"37101","HIF1A","ATM","Fibroblast","HMOX1",0.13317254
"37102","HIF1A","ATM","Fibroblast","PFKFB3",0.13317254
"37103","HIF1A","ATM","Fibroblast","NT5E",0.13317254
"37104","HIF1A","ATM","Fibroblast","TIMP1",0.13317254
"37105","HIF1A","ATM","Fibroblast","RORA",0.13317254
"37106","HIF1A","ATM","Fibroblast","NPM1",0.13317254
"37107","HIF1A","ATM","Fibroblast","FURIN",0.13317254
"37108","HIF1A","ATM","Fibroblast","LDHA",0.13317254
"37109","HIF1A","ATM","Fibroblast","CCND1",0.13317254
"37110","HIF1A","ATM","Fibroblast","MET",0.13317254
"37111","HIF1A","ATM","Fibroblast","CXCR4",0.13317254
"37112","HIF1A","ATM","Fibroblast","BIRC5",0.13317254
"37113","HIF1A","ATM","Fibroblast","CITED2",0.13317254
"37114","HIF1A","ATM","Fibroblast","PMAIP1",0.13317254
"37115","HIF1A","ATM","Fibroblast","SPHK1",0.13317254
"37116","HIF1A","ATM","Fibroblast","KITLG",0.13317254
"37117","HIF1A","ATM","Fibroblast","STC2",0.13317254
"37118","HIF1A","ATM","Fibroblast","AURKA",0.13317254
"37119","HIF1A","ATM","Fibroblast","FOXM1",0.13317254
"37120","HIF1A","ATM","Fibroblast","LGALS1",0.13317254
"37121","HIF1A","ATM","Fibroblast","ALAS2",0.13317254
"37122","HIF1A","ATM","Fibroblast","LOX",0.13317254
"37123","HIF1A","ATM","Fibroblast","GAPDH",0.13317254
"37124","HIF1A","ATM","Fibroblast","MCL1",0.13317254
"37125","HIF1A","ATM","Fibroblast","BAX",0.13317254
"37126","HIF1A","ATM","Fibroblast","ALDOA",0.13317254
"37127","HIF1A","ATM","Fibroblast","CXCL12",0.13317254
"37128","HIF1A","ATM","Fibroblast","ENO1",0.13317254
"37129","HIF1A","ATM","Fibroblast","FAM162A",0.13317254
"37130","HIF1A","ATM","Fibroblast","MIF",0.13317254
"37131","HIF1A","ATM","Fibroblast","NR3C1",0.13317254
"37132","HIF1A","ATM","Fibroblast","VEGFB",0.13317254
"37133","HIF1A","ATM","Fibroblast","PFKL",0.13317254
"37134","HIF1A","ATM","Fibroblast","DDIT4",0.13317254
"37135","HIF1A","ATM","Fibroblast","CDKN1B",0.13317254
"37136","HIF1A","ATM","Fibroblast","COX4I1",0.13317254
"37137","HIF1A","ATM","Fibroblast","BCL2L1",0.13317254
"37138","HIF1A","ATM","Fibroblast","BNIP3L",0.13317254
"37139","HIF1A","ATM","Fibroblast","PGAM1",0.13317254
"37140","HIF1A","ATM","Fibroblast","PKM",0.13317254
"37141","HIF1A","ATM","Fibroblast","PPP1R10",0.13317254
"37142","HIF1A","ATM","Fibroblast","PPP5C",0.13317254
"37143","HIF1A","ATM","Fibroblast","ETS1",0.13317254
"37144","HIF1A","ATM","Fibroblast","AGPAT5",0.13317254
"37145","HIF1A","ATM","Fibroblast","ARID1B",0.13317254
"37146","HIF1A","ATM","Fibroblast","DDX18",0.13317254
"37147","HIF1A","ATM","Fibroblast","ENG",0.13317254
"37148","HIF1A","ATM","Fibroblast","HK1",0.13317254
"37149","HIF1A","ATM","Fibroblast","ILK",0.13317254
"37150","HIF1A","ATM","Fibroblast","INHBA",0.13317254
"37151","HIF1A","ATM","Fibroblast","ITGB1",0.13317254
"37152","HIF1A","ATM","Fibroblast","MMP14",0.13317254
"37153","HIF1A","ATM","Fibroblast","MSI2",0.13317254
"37154","HIF1A","ATM","Fibroblast","NAV1",0.13317254
"37155","HIF1A","ATM","Fibroblast","NEK7",0.13317254
"37156","HIF1A","ATM","Fibroblast","PFKP",0.13317254
"37157","HIF1A","ATM","Fibroblast","PPIA",0.13317254
"37158","HIF1A","ATM","Fibroblast","RERE",0.13317254
"37159","HIF1A","ATM","Fibroblast","RNF7",0.13317254
"37160","HIF1A","ATM","Fibroblast","RUNX1",0.13317254
"37161","HIF1A","ATM","Fibroblast","SIPA1L1",0.13317254
"37162","HIF1A","ATM","Fibroblast","TNS1",0.13317254
"37163","HIF1A","ATM","Fibroblast","USP6NL",0.13317254
"37164","HIF1A","ATM","Fibroblast","VGLL4",0.13317254
"37165","HIF1A","ATM","Fibroblast","ZMYND8",0.13317254
"37166","HIF1A","FZD1","Fibroblast","VEGFA",0.13317254
"37167","HIF1A","FZD1","Fibroblast","TFRC",0.13317254
"37168","HIF1A","FZD1","Fibroblast","CDKN1A",0.13317254
"37169","HIF1A","FZD1","Fibroblast","SERPINE1",0.13317254
"37170","HIF1A","FZD1","Fibroblast","BNIP3",0.13317254
"37171","HIF1A","FZD1","Fibroblast","TP53",0.13317254
"37172","HIF1A","FZD1","Fibroblast","SLC2A1",0.13317254
"37173","HIF1A","FZD1","Fibroblast","HMOX1",0.13317254
"37174","HIF1A","FZD1","Fibroblast","PFKFB3",0.13317254
"37175","HIF1A","FZD1","Fibroblast","NT5E",0.13317254
"37176","HIF1A","FZD1","Fibroblast","TIMP1",0.13317254
"37177","HIF1A","FZD1","Fibroblast","RORA",0.13317254
"37178","HIF1A","FZD1","Fibroblast","NPM1",0.13317254
"37179","HIF1A","FZD1","Fibroblast","FURIN",0.13317254
"37180","HIF1A","FZD1","Fibroblast","LDHA",0.13317254
"37181","HIF1A","FZD1","Fibroblast","CCND1",0.13317254
"37182","HIF1A","FZD1","Fibroblast","MET",0.13317254
"37183","HIF1A","FZD1","Fibroblast","CXCR4",0.13317254
"37184","HIF1A","FZD1","Fibroblast","BIRC5",0.13317254
"37185","HIF1A","FZD1","Fibroblast","CITED2",0.13317254
"37186","HIF1A","FZD1","Fibroblast","PMAIP1",0.13317254
"37187","HIF1A","FZD1","Fibroblast","SPHK1",0.13317254
"37188","HIF1A","FZD1","Fibroblast","KITLG",0.13317254
"37189","HIF1A","FZD1","Fibroblast","STC2",0.13317254
"37190","HIF1A","FZD1","Fibroblast","AURKA",0.13317254
"37191","HIF1A","FZD1","Fibroblast","FOXM1",0.13317254
"37192","HIF1A","FZD1","Fibroblast","LGALS1",0.13317254
"37193","HIF1A","FZD1","Fibroblast","ALAS2",0.13317254
"37194","HIF1A","FZD1","Fibroblast","LOX",0.13317254
"37195","HIF1A","FZD1","Fibroblast","GAPDH",0.13317254
"37196","HIF1A","FZD1","Fibroblast","MCL1",0.13317254
"37197","HIF1A","FZD1","Fibroblast","BAX",0.13317254
"37198","HIF1A","FZD1","Fibroblast","ALDOA",0.13317254
"37199","HIF1A","FZD1","Fibroblast","CXCL12",0.13317254
"37200","HIF1A","FZD1","Fibroblast","ENO1",0.13317254
"37201","HIF1A","FZD1","Fibroblast","FAM162A",0.13317254
"37202","HIF1A","FZD1","Fibroblast","MIF",0.13317254
"37203","HIF1A","FZD1","Fibroblast","NR3C1",0.13317254
"37204","HIF1A","FZD1","Fibroblast","VEGFB",0.13317254
"37205","HIF1A","FZD1","Fibroblast","PFKL",0.13317254
"37206","HIF1A","FZD1","Fibroblast","DDIT4",0.13317254
"37207","HIF1A","FZD1","Fibroblast","CDKN1B",0.13317254
"37208","HIF1A","FZD1","Fibroblast","COX4I1",0.13317254
"37209","HIF1A","FZD1","Fibroblast","BCL2L1",0.13317254
"37210","HIF1A","FZD1","Fibroblast","BNIP3L",0.13317254
"37211","HIF1A","FZD1","Fibroblast","PGAM1",0.13317254
"37212","HIF1A","FZD1","Fibroblast","PKM",0.13317254
"37213","HIF1A","FZD1","Fibroblast","PPP1R10",0.13317254
"37214","HIF1A","FZD1","Fibroblast","PPP5C",0.13317254
"37215","HIF1A","FZD1","Fibroblast","ETS1",0.13317254
"37216","HIF1A","FZD1","Fibroblast","AGPAT5",0.13317254
"37217","HIF1A","FZD1","Fibroblast","ARID1B",0.13317254
"37218","HIF1A","FZD1","Fibroblast","DDX18",0.13317254
"37219","HIF1A","FZD1","Fibroblast","ENG",0.13317254
"37220","HIF1A","FZD1","Fibroblast","HK1",0.13317254
"37221","HIF1A","FZD1","Fibroblast","ILK",0.13317254
"37222","HIF1A","FZD1","Fibroblast","INHBA",0.13317254
"37223","HIF1A","FZD1","Fibroblast","ITGB1",0.13317254
"37224","HIF1A","FZD1","Fibroblast","MMP14",0.13317254
"37225","HIF1A","FZD1","Fibroblast","MSI2",0.13317254
"37226","HIF1A","FZD1","Fibroblast","NAV1",0.13317254
"37227","HIF1A","FZD1","Fibroblast","NEK7",0.13317254
"37228","HIF1A","FZD1","Fibroblast","PFKP",0.13317254
"37229","HIF1A","FZD1","Fibroblast","PPIA",0.13317254
"37230","HIF1A","FZD1","Fibroblast","RERE",0.13317254
"37231","HIF1A","FZD1","Fibroblast","RNF7",0.13317254
"37232","HIF1A","FZD1","Fibroblast","RUNX1",0.13317254
"37233","HIF1A","FZD1","Fibroblast","SIPA1L1",0.13317254
"37234","HIF1A","FZD1","Fibroblast","TNS1",0.13317254
"37235","HIF1A","FZD1","Fibroblast","USP6NL",0.13317254
"37236","HIF1A","FZD1","Fibroblast","VGLL4",0.13317254
"37237","HIF1A","FZD1","Fibroblast","ZMYND8",0.13317254
"37238","HIF1A","FZD2","Fibroblast","VEGFA",0.13317254
"37239","HIF1A","FZD2","Fibroblast","TFRC",0.13317254
"37240","HIF1A","FZD2","Fibroblast","CDKN1A",0.13317254
"37241","HIF1A","FZD2","Fibroblast","SERPINE1",0.13317254
"37242","HIF1A","FZD2","Fibroblast","BNIP3",0.13317254
"37243","HIF1A","FZD2","Fibroblast","TP53",0.13317254
"37244","HIF1A","FZD2","Fibroblast","SLC2A1",0.13317254
"37245","HIF1A","FZD2","Fibroblast","HMOX1",0.13317254
"37246","HIF1A","FZD2","Fibroblast","PFKFB3",0.13317254
"37247","HIF1A","FZD2","Fibroblast","NT5E",0.13317254
"37248","HIF1A","FZD2","Fibroblast","TIMP1",0.13317254
"37249","HIF1A","FZD2","Fibroblast","RORA",0.13317254
"37250","HIF1A","FZD2","Fibroblast","NPM1",0.13317254
"37251","HIF1A","FZD2","Fibroblast","FURIN",0.13317254
"37252","HIF1A","FZD2","Fibroblast","LDHA",0.13317254
"37253","HIF1A","FZD2","Fibroblast","CCND1",0.13317254
"37254","HIF1A","FZD2","Fibroblast","MET",0.13317254
"37255","HIF1A","FZD2","Fibroblast","CXCR4",0.13317254
"37256","HIF1A","FZD2","Fibroblast","BIRC5",0.13317254
"37257","HIF1A","FZD2","Fibroblast","CITED2",0.13317254
"37258","HIF1A","FZD2","Fibroblast","PMAIP1",0.13317254
"37259","HIF1A","FZD2","Fibroblast","SPHK1",0.13317254
"37260","HIF1A","FZD2","Fibroblast","KITLG",0.13317254
"37261","HIF1A","FZD2","Fibroblast","STC2",0.13317254
"37262","HIF1A","FZD2","Fibroblast","AURKA",0.13317254
"37263","HIF1A","FZD2","Fibroblast","FOXM1",0.13317254
"37264","HIF1A","FZD2","Fibroblast","LGALS1",0.13317254
"37265","HIF1A","FZD2","Fibroblast","ALAS2",0.13317254
"37266","HIF1A","FZD2","Fibroblast","LOX",0.13317254
"37267","HIF1A","FZD2","Fibroblast","GAPDH",0.13317254
"37268","HIF1A","FZD2","Fibroblast","MCL1",0.13317254
"37269","HIF1A","FZD2","Fibroblast","BAX",0.13317254
"37270","HIF1A","FZD2","Fibroblast","ALDOA",0.13317254
"37271","HIF1A","FZD2","Fibroblast","CXCL12",0.13317254
"37272","HIF1A","FZD2","Fibroblast","ENO1",0.13317254
"37273","HIF1A","FZD2","Fibroblast","FAM162A",0.13317254
"37274","HIF1A","FZD2","Fibroblast","MIF",0.13317254
"37275","HIF1A","FZD2","Fibroblast","NR3C1",0.13317254
"37276","HIF1A","FZD2","Fibroblast","VEGFB",0.13317254
"37277","HIF1A","FZD2","Fibroblast","PFKL",0.13317254
"37278","HIF1A","FZD2","Fibroblast","DDIT4",0.13317254
"37279","HIF1A","FZD2","Fibroblast","CDKN1B",0.13317254
"37280","HIF1A","FZD2","Fibroblast","COX4I1",0.13317254
"37281","HIF1A","FZD2","Fibroblast","BCL2L1",0.13317254
"37282","HIF1A","FZD2","Fibroblast","BNIP3L",0.13317254
"37283","HIF1A","FZD2","Fibroblast","PGAM1",0.13317254
"37284","HIF1A","FZD2","Fibroblast","PKM",0.13317254
"37285","HIF1A","FZD2","Fibroblast","PPP1R10",0.13317254
"37286","HIF1A","FZD2","Fibroblast","PPP5C",0.13317254
"37287","HIF1A","FZD2","Fibroblast","ETS1",0.13317254
"37288","HIF1A","FZD2","Fibroblast","AGPAT5",0.13317254
"37289","HIF1A","FZD2","Fibroblast","ARID1B",0.13317254
"37290","HIF1A","FZD2","Fibroblast","DDX18",0.13317254
"37291","HIF1A","FZD2","Fibroblast","ENG",0.13317254
"37292","HIF1A","FZD2","Fibroblast","HK1",0.13317254
"37293","HIF1A","FZD2","Fibroblast","ILK",0.13317254
"37294","HIF1A","FZD2","Fibroblast","INHBA",0.13317254
"37295","HIF1A","FZD2","Fibroblast","ITGB1",0.13317254
"37296","HIF1A","FZD2","Fibroblast","MMP14",0.13317254
"37297","HIF1A","FZD2","Fibroblast","MSI2",0.13317254
"37298","HIF1A","FZD2","Fibroblast","NAV1",0.13317254
"37299","HIF1A","FZD2","Fibroblast","NEK7",0.13317254
"37300","HIF1A","FZD2","Fibroblast","PFKP",0.13317254
"37301","HIF1A","FZD2","Fibroblast","PPIA",0.13317254
"37302","HIF1A","FZD2","Fibroblast","RERE",0.13317254
"37303","HIF1A","FZD2","Fibroblast","RNF7",0.13317254
"37304","HIF1A","FZD2","Fibroblast","RUNX1",0.13317254
"37305","HIF1A","FZD2","Fibroblast","SIPA1L1",0.13317254
"37306","HIF1A","FZD2","Fibroblast","TNS1",0.13317254
"37307","HIF1A","FZD2","Fibroblast","USP6NL",0.13317254
"37308","HIF1A","FZD2","Fibroblast","VGLL4",0.13317254
"37309","HIF1A","FZD2","Fibroblast","ZMYND8",0.13317254
"37310","HIF1A","FZD3","Fibroblast","VEGFA",0.13317254
"37311","HIF1A","FZD3","Fibroblast","TFRC",0.13317254
"37312","HIF1A","FZD3","Fibroblast","CDKN1A",0.13317254
"37313","HIF1A","FZD3","Fibroblast","SERPINE1",0.13317254
"37314","HIF1A","FZD3","Fibroblast","BNIP3",0.13317254
"37315","HIF1A","FZD3","Fibroblast","TP53",0.13317254
"37316","HIF1A","FZD3","Fibroblast","SLC2A1",0.13317254
"37317","HIF1A","FZD3","Fibroblast","HMOX1",0.13317254
"37318","HIF1A","FZD3","Fibroblast","PFKFB3",0.13317254
"37319","HIF1A","FZD3","Fibroblast","NT5E",0.13317254
"37320","HIF1A","FZD3","Fibroblast","TIMP1",0.13317254
"37321","HIF1A","FZD3","Fibroblast","RORA",0.13317254
"37322","HIF1A","FZD3","Fibroblast","NPM1",0.13317254
"37323","HIF1A","FZD3","Fibroblast","FURIN",0.13317254
"37324","HIF1A","FZD3","Fibroblast","LDHA",0.13317254
