"","receptor","tf"
"2726","BMPR1B","ATF2"
"2727","BMPR1B","CREB1"
"2733","BMPR1B","CREM"
"2734","BMPR1B","DLX5"
"2737","BMPR1B","E2F1"
"2739","BMPR1B","E2F2"
"2740","BMPR1B","E2F3"
"2741","BMPR1B","E2F4"
"2743","BMPR1B","E2F5"
"2744","BMPR1B","EGR1"
"2745","BMPR1B","ELF1"
"2746","BMPR1B","ELK1"
"2747","BMPR1B","FOXA2"
"2750","BMPR1B","FOXG1"
"2753","BMPR1B","FOXO1"
"2756","BMPR1B","FOXO3"
"2760","BMPR1B","FOXO4"
"2763","BMPR1B","FOXO6"
"2766","BMPR1B","GABPA"
"2767","BMPR1B","GATA1"
"2770","BMPR1B","GATA2"
"2773","BMPR1B","GCM1"
"2774","BMPR1B","GLI1"
"2775","BMPR1B","HAND1"
"2778","BMPR1B","HES5"
"2781","BMPR1B","HIF1A"
"2782","BMPR1B","HIF3A"
"2783","BMPR1B","HMGA1"
"2784","BMPR1B","HNF1A"
"2785","BMPR1B","HOXB6"
"2787","BMPR1B","HOXC8"
"2788","BMPR1B","IRF3"
"2789","BMPR1B","IRF5"
"2790","BMPR1B","IRF7"
"2791","BMPR1B","JUN"
"2797","BMPR1B","LEF1"
"2799","BMPR1B","MAX"
"2801","BMPR1B","MITF"
"2804","BMPR1B","MXD1"
"2807","BMPR1B","MYB"
"2810","BMPR1B","MYBL2"
"2811","BMPR1B","MYC"
"2815","BMPR1B","MYOD1"
"2817","BMPR1B","MYT1"
"2820","BMPR1B","NFATC1"
"2821","BMPR1B","NFATC2"
"2826","BMPR1B","NFATC3"
"2828","BMPR1B","NFKB1"
"2830","BMPR1B","NFKB2"
"2832","BMPR1B","NKX3-1"
"2833","BMPR1B","NR4A1"
"2836","BMPR1B","NRF1"
"2839","BMPR1B","PITX2"
"2842","BMPR1B","POU5F1"
"2845","BMPR1B","PURB"
"2847","BMPR1B","RELA"
"2851","BMPR1B","RUNX2"
"2854","BMPR1B","SKI"
"2857","BMPR1B","SMAD1"
"2861","BMPR1B","SMAD3"
"2874","BMPR1B","SMAD4"
"2877","BMPR1B","SMAD5"
"2879","BMPR1B","SMAD9"
"2880","BMPR1B","SNAI1"
"2882","BMPR1B","SOX2"
"2885","BMPR1B","SP1"
"2893","BMPR1B","SP3"
"2894","BMPR1B","SPI1"
"2895","BMPR1B","STAT1"
"2898","BMPR1B","TAL1"
"2901","BMPR1B","TBP"
"2902","BMPR1B","TCF3"
"2904","BMPR1B","TERF1"
"2907","BMPR1B","TFCP2"
"2908","BMPR1B","TFDP1"
"2909","BMPR1B","TP53"
"2916","BMPR1B","TWIST1"
"2919","BMPR1B","YBX1"
"2922","BMPR1B","YY1"
"2923","BMPR1B","ZBTB16"
"2924","BMPR1B","ZNF322"
"2927","BMPR2","CREB1"
"2928","BMPR2","E2F1"
"2930","BMPR2","E4F1"
"2931","BMPR2","FOXL1"
"2932","BMPR2","KMT2A"
"2933","BMPR2","LMX1A"
"2934","BMPR2","SP1"
"2935","BMPR2","TP53"
"2936","BMX","CEBPB"
"2937","BMX","CREB1"
"2939","BMX","ELF1"
"2941","BMX","ELK1"
"2942","BMX","FOXO3"
"2944","BMX","HMGA1"
"2945","BMX","IKZF3"
"2946","BMX","IRF3"
"2948","BMX","MYC"
"2950","BMX","NFATC2"
"2951","BMX","RELA"
"2953","BMX","SMAD1"
"2955","BMX","SMAD3"
"2959","BMX","SP1"
"2961","BMX","STAT1"
"2962","BMX","STAT5A"
"2963","BMX","TFCP2"
"2965","BMX","TP53"
"2968","BTK","ARID3A"
"2969","BTK","CREB1"
"2973","BTK","EGR1"
"2974","BTK","ELF1"
"2977","BTK","ELK1"
"2982","BTK","FOXO3"
"2986","BTK","GLI1"
"2987","BTK","GLI2"
"2988","BTK","GLI3"
"2989","BTK","GLIS2"
"2990","BTK","GTF2I"
"2991","BTK","HMGA1"
"2992","BTK","IKZF1"
"2993","BTK","IKZF3"
"2998","BTK","IRF3"
"3002","BTK","IRF5"
"3004","BTK","IRF7"
"3006","BTK","JUN"
"3010","BTK","MYB"
"3012","BTK","MYC"
"3015","BTK","MYOD1"
"3016","BTK","NFATC2"
"3017","BTK","NFKB1"
"3020","BTK","NFKB2"
"3021","BTK","RELA"
"3027","BTK","SMAD1"
"3030","BTK","SMAD3"
"3037","BTK","SMAD4"
"3038","BTK","SP1"
"3042","BTK","STAT5A"
"3044","BTK","STAT5B"
"3045","BTK","TBPL1"
"3046","BTK","TFCP2"
"3049","BTK","TP53"
"3053","BTK","TP63"
"3054","CAMK2A","ATF1"
"3058","CAMK2A","CEBPB"
"3059","CAMK2A","CREB1"
"3070","CAMK2A","CREM"
"3073","CAMK2A","CRX"
"3074","CAMK2A","DLX5"
"3077","CAMK2A","E2F1"
"3078","CAMK2A","ELK1"
"3081","CAMK2A","ETS1"
"3082","CAMK2A","ETS2"
"3083","CAMK2A","FOXA2"
"3086","CAMK2A","FOXG1"
"3089","CAMK2A","FOXO1"
"3093","CAMK2A","FOXO3"
"3097","CAMK2A","FOXO4"
"3100","CAMK2A","FOXO6"
"3103","CAMK2A","GATA1"
"3106","CAMK2A","GATA2"
"3109","CAMK2A","GCM1"
"3112","CAMK2A","HAND1"
"3115","CAMK2A","HES5"
"3118","CAMK2A","HSF1"
"3119","CAMK2A","IKZF1"
"3121","CAMK2A","IKZF3"
"3124","CAMK2A","IRF3"
"3125","CAMK2A","IRF5"
"3126","CAMK2A","IRF7"
"3127","CAMK2A","JUN"
"3128","CAMK2A","MEF2D"
"3129","CAMK2A","MITF"
"3132","CAMK2A","MXD1"
"3135","CAMK2A","MYB"
"3136","CAMK2A","MYC"
"3137","CAMK2A","MYOG"
"3138","CAMK2A","MYT1"
"3141","CAMK2A","NFATC1"
"3142","CAMK2A","NFATC2"
"3145","CAMK2A","NFKB1"
"3148","CAMK2A","NR4A1"
"3151","CAMK2A","NRF1"
"3154","CAMK2A","PITX2"
"3157","CAMK2A","POU2F1"
"3158","CAMK2A","POU5F1"
"3161","CAMK2A","RELA"
"3169","CAMK2A","RUNX2"
"3172","CAMK2A","SKI"
"3175","CAMK2A","SMAD3"
"3181","CAMK2A","SMAD4"
"3182","CAMK2A","SOX2"
"3185","CAMK2A","SP1"
"3189","CAMK2A","SP3"
"3190","CAMK2A","SRF"
"3191","CAMK2A","STAT1"
"3194","CAMK2A","TAL1"
"3197","CAMK2A","TBP"
"3198","CAMK2A","TERF1"
"3201","CAMK2A","TP53"
"3207","CAMK2A","TWIST1"
"3210","CAMK2A","YBX1"
"3213","CAMK2A","ZNF322"
"3216","CAMK2B","ARNTL"
"3217","CAMK2B","ATF2"
"3218","CAMK2B","CEBPB"
"3219","CAMK2B","CREB1"
"3221","CAMK2B","DLX5"
"3222","CAMK2B","ETS1"
"3223","CAMK2B","FOXA2"
"3224","CAMK2B","FOXG1"
"3225","CAMK2B","FOXO1"
"3227","CAMK2B","FOXO3"
"3229","CAMK2B","FOXO4"
"3231","CAMK2B","FOXO6"
"3232","CAMK2B","GATA1"
"3233","CAMK2B","GATA2"
"3234","CAMK2B","GLI1"
"3235","CAMK2B","HAND1"
"3236","CAMK2B","HES5"
"3237","CAMK2B","HIF1A"
"3238","CAMK2B","HNF4A"
"3239","CAMK2B","HSF1"
"3240","CAMK2B","IKZF1"
"3242","CAMK2B","IRF1"
"3243","CAMK2B","IRF3"
"3244","CAMK2B","IRF5"
"3245","CAMK2B","IRF7"
"3246","CAMK2B","MITF"
"3247","CAMK2B","MLXIPL"
"3248","CAMK2B","MXD1"
"3249","CAMK2B","MYB"
"3250","CAMK2B","MYT1"
"3251","CAMK2B","NFATC2"
"3252","CAMK2B","NFKB1"
"3253","CAMK2B","NR4A1"
"3254","CAMK2B","NRF1"
"3255","CAMK2B","PITX2"
"3256","CAMK2B","POU2F1"
"3258","CAMK2B","POU5F1"
"3259","CAMK2B","RELA"
"3260","CAMK2B","RUNX2"
"3261","CAMK2B","SKI"
"3262","CAMK2B","SMAD3"
"3263","CAMK2B","SMAD4"
"3264","CAMK2B","SOX2"
"3265","CAMK2B","SP1"
"3267","CAMK2B","SP3"
"3268","CAMK2B","SREBF1"
"3269","CAMK2B","STAT1"
"3271","CAMK2B","TAL1"
"3272","CAMK2B","TERF1"
"3273","CAMK2B","TFEB"
"3274","CAMK2B","TP53"
"3278","CAMK2B","TWIST1"
"3279","CAMK2B","WT1"
"3280","CAMK2B","YBX1"
"3281","CAMK2B","ZNF322"
"3282","CAMK2B","ZNF692"
"3283","CAMK2D","CEBPB"
"3284","CAMK2D","CREB1"
"3287","CAMK2D","CREM"
"3288","CAMK2D","DLX5"
"3289","CAMK2D","E2F1"
"3291","CAMK2D","FOXA2"
"3292","CAMK2D","FOXG1"
"3293","CAMK2D","FOXO1"
"3294","CAMK2D","FOXO3"
"3296","CAMK2D","FOXO4"
"3297","CAMK2D","FOXO6"
"3298","CAMK2D","GATA1"
"3299","CAMK2D","GATA2"
"3300","CAMK2D","HAND1"
"3301","CAMK2D","HES5"
"3302","CAMK2D","HSF1"
"3303","CAMK2D","IKZF1"
"3306","CAMK2D","MEF2D"
"3307","CAMK2D","MITF"
"3308","CAMK2D","MXD1"
"3309","CAMK2D","MYT1"
"3310","CAMK2D","NFATC2"
"3311","CAMK2D","NR4A1"
"3312","CAMK2D","NRF1"
"3313","CAMK2D","PITX2"
"3314","CAMK2D","POU5F1"
"3315","CAMK2D","RUNX2"
"3316","CAMK2D","SKI"
"3317","CAMK2D","SMAD3"
"3318","CAMK2D","SMAD4"
"3319","CAMK2D","SOX2"
"3320","CAMK2D","SP1"
"3322","CAMK2D","SP3"
"3323","CAMK2D","STAT1"
"3325","CAMK2D","TAL1"
"3326","CAMK2D","TBP"
"3327","CAMK2D","TERF1"
"3328","CAMK2D","TP53"
"3332","CAMK2D","TWIST1"
"3333","CAMK2D","YBX1"
"3334","CAMK2D","ZNF322"
"3335","CAMK2G","ATF1"
"3337","CAMK2G","CEBPB"
"3338","CAMK2G","CREB1"
"3344","CAMK2G","CREM"
"3346","CAMK2G","DLX5"
"3348","CAMK2G","ELK1"
"3351","CAMK2G","FOXA2"
"3353","CAMK2G","FOXG1"
"3355","CAMK2G","FOXO1"
"3357","CAMK2G","FOXO3"
"3359","CAMK2G","FOXO4"
"3361","CAMK2G","FOXO6"
"3363","CAMK2G","GATA1"
"3366","CAMK2G","GATA2"
"3368","CAMK2G","GCM1"
"3369","CAMK2G","HAND1"
"3371","CAMK2G","HES5"
"3373","CAMK2G","HSF1"
"3374","CAMK2G","IKZF1"
"3376","CAMK2G","JUN"
"3380","CAMK2G","MITF"
"3382","CAMK2G","MXD1"
"3384","CAMK2G","MYC"
"3385","CAMK2G","MYT1"
"3387","CAMK2G","NFATC1"
"3392","CAMK2G","NFATC2"
"3399","CAMK2G","NFATC3"
"3402","CAMK2G","NFATC4"
"3405","CAMK2G","NR4A1"
"3407","CAMK2G","NRF1"
"3409","CAMK2G","PITX2"
"3411","CAMK2G","POU4F1"
"3412","CAMK2G","POU5F1"
"3414","CAMK2G","RELA"
"3415","CAMK2G","RUNX2"
"3417","CAMK2G","SKI"
"3419","CAMK2G","SMAD3"
"3424","CAMK2G","SMAD4"
"3426","CAMK2G","SOX2"
"3428","CAMK2G","SP1"
"3431","CAMK2G","SP3"
"3432","CAMK2G","STAT1"
"3435","CAMK2G","TAL1"
"3437","CAMK2G","TBP"
"3438","CAMK2G","TERF1"
"3440","CAMK2G","TFEB"
"3441","CAMK2G","TP53"
"3445","CAMK2G","TWIST1"
"3447","CAMK2G","YBX1"
"3449","CAMK2G","ZNF322"
"3451","CAMKK1","AIRE"
"3452","CAMKK1","ARNT"
"3453","CAMKK1","ASCL1"
"3454","CAMKK1","ATF1"
"3459","CAMKK1","ATF2"
"3460","CAMKK1","ATF4"
"3462","CAMKK1","ATF5"
"3463","CAMKK1","ATOH1"
"3464","CAMKK1","CEBPD"
"3465","CAMKK1","CREB1"
"3475","CAMKK1","CREB3"
"3476","CAMKK1","CREM"
"3480","CAMKK1","CUX2"
"3481","CAMKK1","DDIT3"
"3483","CAMKK1","DLX5"
"3484","CAMKK1","E2F1"
"3489","CAMKK1","EGR1"
"3490","CAMKK1","ELF1"
"3491","CAMKK1","ELK1"
"3494","CAMKK1","EPAS1"
"3495","CAMKK1","ETV1"
"3496","CAMKK1","FOS"
"3497","CAMKK1","FOSB"
"3498","CAMKK1","FOXA2"
"3499","CAMKK1","FOXG1"
"3500","CAMKK1","FOXO1"
"3505","CAMKK1","FOXO3"
"3509","CAMKK1","FOXO4"
"3510","CAMKK1","FOXO6"
"3511","CAMKK1","GATA1"
"3513","CAMKK1","GATA2"
"3514","CAMKK1","GCM1"
"3518","CAMKK1","GLI1"
"3521","CAMKK1","HAND1"
"3522","CAMKK1","HES5"
"3523","CAMKK1","HES6"
"3524","CAMKK1","HHEX"
"3525","CAMKK1","HIC2"
"3526","CAMKK1","HIF1A"
"3528","CAMKK1","HMGA1"
"3530","CAMKK1","HMGA2"
"3531","CAMKK1","HOXA11"
"3532","CAMKK1","HOXB7"
"3533","CAMKK1","HOXC4"
"3534","CAMKK1","HSF1"
"3536","CAMKK1","IKZF1"
"3538","CAMKK1","IRF2"
"3539","CAMKK1","IRF3"
"3541","CAMKK1","JUN"
"3546","CAMKK1","KLF1"
"3548","CAMKK1","LEF1"
"3550","CAMKK1","MAX"
"3551","CAMKK1","MAZ"
"3553","CAMKK1","MECOM"
"3554","CAMKK1","MEF2A"
"3555","CAMKK1","MEF2C"
"3557","CAMKK1","MEF2D"
"3559","CAMKK1","MITF"
"3560","CAMKK1","MXD1"
"3561","CAMKK1","MYB"
"3562","CAMKK1","MYC"
"3565","CAMKK1","MYCN"
"3566","CAMKK1","MYT1"
"3567","CAMKK1","NFATC1"
"3573","CAMKK1","NFATC2"
"3579","CAMKK1","NFATC3"
"3583","CAMKK1","NFATC4"
"3586","CAMKK1","NFKB1"
"3589","CAMKK1","NFKB2"
"3590","CAMKK1","NKX2-5"
"3591","CAMKK1","NR4A1"
"3593","CAMKK1","NR4A2"
"3594","CAMKK1","NRF1"
"3595","CAMKK1","OSR1"
"3596","CAMKK1","PAX3"
"3597","CAMKK1","PDX1"
"3599","CAMKK1","PIN1"
"3601","CAMKK1","PITX2"
"3602","CAMKK1","POU2F1"
"3605","CAMKK1","POU4F1"
"3606","CAMKK1","POU5F1"
"3608","CAMKK1","RBPJ"
"3609","CAMKK1","RELA"
"3618","CAMKK1","RUNX2"
"3620","CAMKK1","SHOX"
"3621","CAMKK1","SKI"
"3622","CAMKK1","SMAD1"
"3625","CAMKK1","SMAD3"
"3633","CAMKK1","SMAD4"
"3635","CAMKK1","SNAI1"
"3637","CAMKK1","SOX2"
"3638","CAMKK1","SP1"
"3644","CAMKK1","SP3"
"3645","CAMKK1","SPI1"
"3646","CAMKK1","SPIB"
"3648","CAMKK1","SRF"
"3651","CAMKK1","STAT1"
"3653","CAMKK1","STAT4"
"3654","CAMKK1","TAL1"
"3655","CAMKK1","TBP"
"3657","CAMKK1","TCF4"
"3658","CAMKK1","TCF7L2"
"3659","CAMKK1","TEAD1"
"3660","CAMKK1","TEAD2"
"3661","CAMKK1","TEAD3"
"3662","CAMKK1","TEAD4"
"3663","CAMKK1","TERF1"
"3666","CAMKK1","TFAP2A"
"3667","CAMKK1","TFCP2"
"3668","CAMKK1","TFEB"
"3670","CAMKK1","TP53"
"3685","CAMKK1","TP63"
"3686","CAMKK1","TP73"
"3688","CAMKK1","TWIST1"
"3690","CAMKK1","USF1"
"3691","CAMKK1","YBX1"
"3692","CAMKK1","YY1"
"3693","CAMKK1","ZBTB16"
"3694","CAMKK1","ZC3H8"
"3695","CAMKK1","ZHX1"
"3696","CAMKK1","ZNF322"
"3698","CAPN1","CREB1"
"3701","CAPN1","DLX5"
"3702","CAPN1","E4F1"
"3703","CAPN1","ELF1"
"3704","CAPN1","ELK1"
"3707","CAPN1","FOXA2"
"3708","CAPN1","FOXG1"
"3709","CAPN1","FOXO1"
"3712","CAPN1","FOXO3"
"3714","CAPN1","FOXO4"
"3715","CAPN1","FOXO6"
"3716","CAPN1","GATA1"
"3717","CAPN1","GATA2"
"3718","CAPN1","HAND1"
"3719","CAPN1","HES5"
"3720","CAPN1","IKZF3"
"3722","CAPN1","IRF3"
"3723","CAPN1","JUN"
"3725","CAPN1","MITF"
"3726","CAPN1","MXD1"
"3727","CAPN1","MYC"
"3728","CAPN1","MYT1"
"3729","CAPN1","NEUROD2"
"3731","CAPN1","NFATC1"
"3733","CAPN1","NFATC2"
"3737","CAPN1","NFATC3"
"3739","CAPN1","NFATC4"
"3741","CAPN1","NFKB1"
"3742","CAPN1","NR4A1"
"3743","CAPN1","NRF1"
"3744","CAPN1","PITX2"
"3745","CAPN1","POU5F1"
"3746","CAPN1","RELA"
"3747","CAPN1","RUNX2"
"3748","CAPN1","SKI"
"3749","CAPN1","SMAD1"
"3750","CAPN1","SMAD3"
"3753","CAPN1","SNAI1"
"3755","CAPN1","SOX2"
"3756","CAPN1","SP1"
"3758","CAPN1","STAT1"
"3759","CAPN1","TAL1"
"3760","CAPN1","TERF1"
"3761","CAPN1","TFCP2"
"3762","CAPN1","TP53"
"3765","CAPN1","TWIST1"
"3766","CAPN1","YBX1"
"3767","CAPN1","ZBTB49"
"3769","CAPN1","ZNF322"
"3770","CASP1","E2F1"
"3771","CASP1","HIF3A"
"3772","CASP1","IRF5"
"3773","CASP1","IRF7"
"3774","CASP1","JUN"
"3775","CASP1","MAX"
"3777","CASP1","MYB"
"3778","CASP1","MYBL2"
"3779","CASP1","MYC"
"3780","CASP1","POU2F1"
"3781","CASP1","SREBF2"
"3782","CASP2","GATA1"
"3783","CASP2","IRF5"
"3784","CASP2","SMAD1"
"3785","CASP2","SMAD4"
"3786","CASP2","SMAD5"
"3787","CASP2","SMAD9"
"3788","CASP3","AIRE"
"3790","CASP3","ARNT"
"3791","CASP3","ARNTL"
"3793","CASP3","ASCL1"
"3794","CASP3","ATF1"
"3798","CASP3","ATF2"
"3803","CASP3","ATF4"
"3806","CASP3","ATF5"
"3807","CASP3","ATOH1"
"3808","CASP3","CEBPD"
"3809","CASP3","CREB1"
"3822","CASP3","CREB3"
"3823","CASP3","CREM"
"3826","CASP3","CUX1"
"3827","CASP3","CUX2"
"3828","CASP3","DDIT3"
"3830","CASP3","DLX5"
"3834","CASP3","E2F1"
"3850","CASP3","E2F2"
"3854","CASP3","E2F3"
"3860","CASP3","E2F5"
"3861","CASP3","EGR1"
"3863","CASP3","ELF1"
"3866","CASP3","ELK1"
"3870","CASP3","EPAS1"
"3872","CASP3","ERF"
"3873","CASP3","ETV1"
"3875","CASP3","FOS"
"3876","CASP3","FOSB"
"3877","CASP3","FOXA2"
"3881","CASP3","FOXG1"
"3885","CASP3","FOXM1"
"3887","CASP3","FOXO1"
"3896","CASP3","FOXO3"
"3906","CASP3","FOXO4"
"3910","CASP3","FOXO6"
"3914","CASP3","GATA1"
"3920","CASP3","GATA2"
"3924","CASP3","GATA6"
"3925","CASP3","GCM1"
"3926","CASP3","GLI1"
"3929","CASP3","GLI2"
"3930","CASP3","GLI3"
"3931","CASP3","GLIS2"
"3932","CASP3","HAND1"
"3936","CASP3","HES5"
"3940","CASP3","HES6"
"3941","CASP3","HHEX"
"3942","CASP3","HIC2"
"3943","CASP3","HIF1A"
"3951","CASP3","HMGA1"
"3954","CASP3","HMGA2"
"3955","CASP3","HOXA11"
"3957","CASP3","HOXB6"
"3959","CASP3","HOXB7"
"3960","CASP3","HOXC4"
"3962","CASP3","HSF1"
"3965","CASP3","IKZF1"
"3968","CASP3","IKZF3"
"3970","CASP3","IRF2"
"3971","CASP3","IRF3"
"3976","CASP3","JUN"
"3986","CASP3","KLF1"
"3989","CASP3","KLF13"
"3990","CASP3","LEF1"
"3994","CASP3","MAX"
"3998","CASP3","MAZ"
"4001","CASP3","MECOM"
"4002","CASP3","MEF2A"
"4004","CASP3","MEF2B"
"4005","CASP3","MEF2C"
"4010","CASP3","MEF2D"
"4012","CASP3","MITF"
"4016","CASP3","MXD1"
"4020","CASP3","MYB"
"4023","CASP3","MYBL2"
"4026","CASP3","MYC"
"4036","CASP3","MYCN"
"4037","CASP3","MYOD1"
"4043","CASP3","MYT1"
"4047","CASP3","NEUROD2"
"4048","CASP3","NFATC1"
"4051","CASP3","NFATC2"
"4058","CASP3","NFATC3"
"4063","CASP3","NFATC4"
"4066","CASP3","NFKB1"
"4071","CASP3","NFKB2"
"4076","CASP3","NKX2-5"
"4077","CASP3","NR1D1"
"4078","CASP3","NR4A1"
"4083","CASP3","NR4A2"
"4085","CASP3","NRF1"
"4089","CASP3","OSR1"
"4090","CASP3","PA2G4"
"4091","CASP3","PAX3"
"4092","CASP3","PDX1"
"4094","CASP3","PIN1"
"4096","CASP3","PITX2"
"4100","CASP3","POU2F1"
"4103","CASP3","POU2F2"
"4104","CASP3","POU3F1"
"4105","CASP3","POU5F1"
"4112","CASP3","PURB"
"4114","CASP3","RBPJ"
"4115","CASP3","RELA"
"4128","CASP3","RUNX1"
"4129","CASP3","RUNX2"
"4134","CASP3","SHOX"
"4135","CASP3","SKI"
"4139","CASP3","SMAD1"
"4145","CASP3","SMAD3"
"4165","CASP3","SMAD4"
"4172","CASP3","SNAI1"
"4176","CASP3","SOX2"
"4180","CASP3","SP1"
"4201","CASP3","SP3"
"4205","CASP3","SPI1"
"4209","CASP3","SPIB"
"4211","CASP3","SREBF1"
"4213","CASP3","SRF"
"4217","CASP3","STAT1"
"4222","CASP3","STAT4"
"4223","CASP3","TAL1"
"4227","CASP3","TBP"
"4231","CASP3","TCF3"
"4233","CASP3","TCF4"
"4234","CASP3","TCF7L2"
"4235","CASP3","TEAD1"
"4236","CASP3","TEAD2"
"4237","CASP3","TEAD3"
"4238","CASP3","TEAD4"
"4239","CASP3","TERF1"
"4246","CASP3","TFAP2A"
"4247","CASP3","TFCP2"
"4252","CASP3","TFDP1"
"4255","CASP3","TFEB"
"4256","CASP3","TP53"
"4291","CASP3","TP63"
"4293","CASP3","TP73"
"4299","CASP3","TWIST1"
"4304","CASP3","USF1"
"4306","CASP3","YBX1"
"4311","CASP3","YY1"
"4315","CASP3","ZBTB16"
"4316","CASP3","ZBTB49"
"4317","CASP3","ZC3H8"
"4318","CASP3","ZHX1"
"4319","CASP3","ZNF322"
"4324","CASP3","ZNF33A"
"4325","CASP3","ZNF567"
"4326","CASP6","SATB1"
"4327","CASP6","TFAP2A"
"4328","CASP7","MAX"
"4329","CASP7","MEF2B"
"4330","CASP7","MEF2D"
"4331","CASP8","EGR1"
"4333","CASP8","IRF3"
"4334","CASP8","JUN"
"4336","CASP8","MYOD1"
"4338","CASP8","NFKB1"
"4343","CASP8","RELA"
"4346","CASP8","SP1"
"4348","CASP8","TP73"
"4349","CD19","ELK1"
"4350","CD19","IKZF3"
"4351","CD19","JUN"
"4352","CD22","ELK1"
"4354","CD22","FOXO3"
"4356","CD22","IKZF3"
"4358","CD22","JUN"
"4359","CD22","SMAD3"
"4360","CD22","STAT1"
"4361","CD22","STAT5A"
"4362","CD22","STAT5B"
"4363","CD247","ELK1"
"4364","CD247","FOXO3"
"4365","CD247","IKZF3"
"4366","CD247","STAT1"
"4367","CD247","STAT5A"
"4368","CD247","STAT5B"
"4369","CD28","ELK1"
"4372","CD28","FOXO3"
"4374","CD28","IKZF3"
"4377","CD28","JUN"
"4379","CD28","SMAD3"
"4380","CD300LB","ELK1"
"4381","CD300LB","FOXO3"
"4382","CD300LB","IKZF3"
"4383","CD300LB","JUN"
"4384","CD300LB","SMAD3"
"4385","CD3E","ELK1"
"4386","CD3E","FOXO3"
"4387","CD3E","IKZF3"
"4388","CD3E","STAT1"
"4389","CD3E","STAT5A"
"4390","CD3E","STAT5B"
"4391","CD40","GATA1"
"4392","CD40","IRF5"
"4393","CD40","SMAD1"
"4394","CD40","SMAD4"
"4395","CD40","SMAD5"
"4396","CD40","SMAD9"
"4397","CD44","JUN"
"4398","CD5","ELK1"
"4399","CD5","FOXO3"
"4400","CD5","IKZF3"
"4401","CD5","JUN"
"4402","CDK1","AIRE"
"4406","CDK1","ARNT"
"4410","CDK1","ARNTL"
"4412","CDK1","ASCL1"
"4415","CDK1","ATF1"
"4420","CDK1","ATF2"
"4433","CDK1","ATF4"
"4434","CDK1","ATF5"
"4435","CDK1","ATOH1"
"4436","CDK1","BPTF"
"4437","CDK1","CDC5L"
"4438","CDK1","CEBPA"
"4441","CDK1","CEBPB"
"4443","CDK1","CEBPD"
"4447","CDK1","CIC"
"4448","CDK1","CREB1"
"4469","CDK1","CREB3"
"4472","CDK1","CREM"
"4476","CDK1","CTCF"
"4478","CDK1","CUX1"
"4483","CDK1","CUX2"
"4486","CDK1","DDIT3"
"4491","CDK1","DLX5"
"4501","CDK1","E2F1"
"4538","CDK1","E2F2"
"4545","CDK1","E2F3"
"4557","CDK1","E2F4"
"4559","CDK1","E2F5"
"4562","CDK1","E4F1"
"4563","CDK1","EGR1"
"4568","CDK1","ELF1"
"4571","CDK1","ELF4"
"4575","CDK1","ELK1"
"4582","CDK1","ERF"
"4587","CDK1","ETV1"
"4588","CDK1","ETV5"
"4589","CDK1","FOS"
"4595","CDK1","FOSB"
"4598","CDK1","FOSL2"
"4599","CDK1","FOXA2"
"4609","CDK1","FOXG1"
"4619","CDK1","FOXK2"
"4620","CDK1","FOXL2"
"4621","CDK1","FOXM1"
"4636","CDK1","FOXO1"
"4655","CDK1","FOXO3"
"4673","CDK1","FOXO4"
"4683","CDK1","FOXO6"
"4693","CDK1","FOXP3"
"4697","CDK1","GABPA"
"4700","CDK1","GATA1"
"4712","CDK1","GATA2"
"4723","CDK1","GATA6"
"4724","CDK1","GFI1"
"4725","CDK1","GFI1B"
"4726","CDK1","GLI1"
"4728","CDK1","GLI2"
"4730","CDK1","GLI3"
"4731","CDK1","GLIS2"
"4732","CDK1","HAND1"
"4742","CDK1","HES1"
"4743","CDK1","HES5"
"4753","CDK1","HES6"
"4756","CDK1","HHEX"
"4759","CDK1","HIF1A"
"4774","CDK1","HMGA1"
"4782","CDK1","HMGA2"
"4786","CDK1","HOMEZ"
"4787","CDK1","HOXA11"
"4788","CDK1","HOXB6"
"4789","CDK1","HOXB7"
"4792","CDK1","HOXB9"
"4793","CDK1","HOXC4"
"4794","CDK1","HSF1"
"4799","CDK1","HSF2"
"4800","CDK1","IKZF1"
"4810","CDK1","IKZF3"
"4816","CDK1","IRF1"
"4817","CDK1","IRF2"
"4820","CDK1","IRF3"
"4823","CDK1","IRF5"
"4825","CDK1","IRF7"
"4827","CDK1","ISL1"
"4828","CDK1","ISL2"
"4829","CDK1","JUN"
"4852","CDK1","JUNB"
"4853","CDK1","JUND"
"4854","CDK1","KAT7"
"4855","CDK1","KDM5B"
"4856","CDK1","KLF1"
"4860","CDK1","KLF12"
"4861","CDK1","KLF13"
"4862","CDK1","KLF16"
"4863","CDK1","KMT2A"
"4865","CDK1","KMT2B"
"4866","CDK1","LEF1"
"4875","CDK1","MAFA"
"4876","CDK1","MAX"
"4880","CDK1","MAZ"
"4884","CDK1","MECOM"
"4887","CDK1","MEF2A"
"4892","CDK1","MEF2C"
"4912","CDK1","MEF2D"
"4915","CDK1","MITF"
"4926","CDK1","MXD1"
"4936","CDK1","MYB"
"4943","CDK1","MYBL2"
"4953","CDK1","MYC"
"4981","CDK1","MYCN"
"4984","CDK1","MYOD1"
"5008","CDK1","MYOG"
"5009","CDK1","MYT1"
"5020","CDK1","NANOG"
"5021","CDK1","NCOA1"
"5024","CDK1","NEUROD1"
"5026","CDK1","NEUROD2"
"5028","CDK1","NFAT5"
"5029","CDK1","NFATC1"
"5031","CDK1","NFATC2"
"5043","CDK1","NFATC3"
