"","ligands_human"
"4253","BMP4"
"4254","BMP4"
"4255","BMP4"
"4256","BMP4"
"4257","BMP4"
"4258","BMP4"
"4259","BMP4"
"4260","BMP4"
"4261","BMP4"
"4262","BMP4"
"4263","BMP4"
"4264","BMP4"
"4265","BMP4"
"4266","BMP4"
"4267","BMP4"
"4268","BMP4"
"4269","BMP4"
"4270","BMP4"
"4271","BMP3"
"4272","BMP3"
"4273","BMP3"
"4274","BMP3"
"4275","BMP3"
"4276","BMP3"
"4277","BMP3"
"4278","BMP3"
"4279","BMP3"
"4280","MLN"
"4281","IL7"
"4282","IL7"
"4283","IL7"
"4284","IL7"
"4285","IL7"
"4286","IL7"
"4287","IL7"
"4288","CCL4"
"4289","CCL4"
"4290","CCL4"
"4291","CCL4"
"4292","CCL4"
"4293","CCL4"
"4294","CCL4"
"4295","CCL4"
"4296","CCL4"
"4297","CCL4"
"4298","CCL4"
"4299","CCL4"
"4300","CCL4"
"4301","CCL4"
"4302","CCL4"
"4303","CCL4"
"4304","CCL4"
"4305","CCL4"
"4306","CCL4"
"4307","CCL4"
"4308","CCL4"
"4309","CCL4"
"4310","CCL4"
"4311","CCL4"
"4312","BMP1"
"4313","BMP1"
"4314","BMP1"
"4315","CCL2"
"4316","CCL2"
"4317","CCL2"
"4318","CCL2"
"4319","CCL2"
"4320","CCL2"
"4321","CCL2"
"4322","CCL2"
"4323","CCL2"
"4324","CCL2"
"4325","CCL2"
"4326","CCL2"
"4327","CCL2"
"4328","CCL2"
"4329","CCL2"
"4330","CCL2"
"4331","CCL2"
"4332","CCL2"
"4333","CCL2"
"4334","CCL2"
"4335","CCL2"
"4336","CCL2"
"4337","CCL2"
"4338","CCL2"
"4339","CCL2"
"4340","CCL2"
"4341","CCL2"
"4342","CCL2"
"4343","CCL5"
"4344","CCL5"
"4345","CCL5"
"4346","CCL5"
"4347","CCL5"
"4348","CCL5"
"4349","CCL5"
"4350","CCL5"
"4351","CCL5"
"4352","CCL5"
"4353","CCL5"
"4354","CCL5"
"4355","CCL5"
"4356","CCL5"
"4357","CCL5"
"4358","CCL5"
"4359","CCL5"
"4360","CCL5"
"4361","CCL5"
"4362","CCL5"
"4363","CCL5"
"4364","CCL5"
"4365","CCL5"
"4366","CCL5"
"4367","CCL5"
"4368","CCL5"
"4369","CCL5"
"4370","CCL5"
"4371","CCL5"
"4372","CCL5"
"4373","CCL5"
"4374","CCL5"
"4375","CCL5"
"4376","CCL5"
"4377","CCL5"
"4378","SCG2"
"4379","ICAM2"
"4380","ICAM2"
"4381","ICAM2"
"4382","ICAM2"
"4383","ICAM2"
"4384","VCAN"
"4385","VCAN"
"4386","VCAN"
"4387","VCAN"
"4388","VCAN"
"4389","VCAN"
"4390","VCAN"
"4391","VCAN"
"4392","VCAN"
"4393","VCAN"
"4394","VCAN"
"4395","OSM"
"4396","OSM"
"4397","OSM"
"4398","OSM"
"4399","OSM"
"4400","OSM"
"4401","OSM"
"4402","OSM"
"4403","OSM"
"4404","OSM"
"4405","OSM"
"4406","OSM"
"4407","OSM"
"4408","OSM"
"4409","OSM"
"4410","OSM"
"4411","OSM"
"4412","OSM"
"4413","HLA-E"
"4414","HLA-E"
"4415","HLA-E"
"4416","HLA-E"
"4417","HLA-E"
"4418","HLA-E"
"4419","HLA-E"
"4420","HLA-E"
"4421","HLA-E"
"4422","HLA-E"
"4423","HLA-E"
"4424","HLA-E"
"4425","HLA-E"
"4426","HLA-E"
"4427","HLA-E"
"4428","HLA-E"
"4429","HLA-E"
"4430","HLA-E"
"4431","HLA-E"
"4432","HLA-E"
"4433","HLA-E"
"4434","HLA-E"
"4435","HLA-E"
"4436","HLA-E"
"4437","HLA-E"
"4438","HLA-DRB4"
"4439","HLA-DRB4"
"4440","HLA-DRB4"
"4441","HLA-DRB4"
"4442","HLA-DRB4"
"4443","HLA-DRB4"
"4444","HLA-DRB4"
"4445","HLA-DOB"
"4446","HLA-DOB"
"4447","HLA-DOB"
"4448","HLA-DOB"
"4449","HLA-DOB"
"4450","HLA-DOB"
"4451","COL11A2"
"4452","COL11A2"
"4453","COL11A2"
"4454","COL11A2"
"4455","COL11A2"
"4456","COL11A2"
"4457","COL11A2"
"4458","COL11A2"
"4459","COL11A2"
"4460","COL11A2"
"4461","COL11A2"
"4462","COL11A2"
"4463","COL11A2"
"4464","COL11A2"
"4465","COL11A2"
"4466","COL11A2"
"4467","COL11A2"
"4468","COL11A2"
"4469","COL11A2"
"4470","COL11A2"
"4471","COL11A2"
"4472","COL11A2"
"4473","COL11A2"
"4474","COL11A2"
"4475","COL11A2"
"4476","COL11A2"
"4477","COL11A2"
"4478","COL11A2"
"4479","COL11A2"
"4480","CD59"
"4481","CD59"
"4482","CD59"
"4483","CD59"
"4484","EDN3"
"4485","EDN3"
"4486","MIF"
"4487","MIF"
"4488","MIF"
"4489","MIF"
"4490","MIF"
"4491","MIF"
"4492","MIF"
"4493","MIF"
"4494","MIF"
"4495","MIF"
"4496","MIF"
"4497","MIF"
"4498","MIF"
"4499","CD99"
"4500","CD99"
"4501","CD99"
"4502","CD99"
"4503","CD99"
"4504","HGF"
"4505","HGF"
"4506","HGF"
"4507","HGF"
"4508","HGF"
"4509","HGF"
"4510","HGF"
"4511","HGF"
"4512","HGF"
"4513","HGF"
"4514","HGF"
"4515","HGF"
"4516","HGF"
"4517","HGF"
"4518","HGF"
"4519","HGF"
"4520","HGF"
"4521","HGF"
"4522","HGF"
"4523","HGF"
"4524","HGF"
"4525","HGF"
"4526","HGF"
"4527","HGF"
"4528","HGF"
"4529","HGF"
"4530","HGF"
"4531","HGF"
"4532","HGF"
"4533","HGF"
"4534","HGF"
"4535","HGF"
"4536","HGF"
"4537","HGF"
"4538","HGF"
"4539","HGF"
"4540","HGF"
"4541","HGF"
"4542","HGF"
"4543","HGF"
"4544","HGF"
"4545","HGF"
"4546","HGF"
"4547","HGF"
"4548","HGF"
"4549","HGF"
"4550","HGF"
"4551","HGF"
"4552","HGF"
"4553","HGF"
"4554","HGF"
"4555","HGF"
"4556","HGF"
"4557","HGF"
"4558","HGF"
"4559","HGF"
"4560","HGF"
"4561","SI"
"4562","SI"
"4563","SI"
"4564","SI"
"4565","SI"
"4566","NID1"
"4567","NID1"
"4568","NID1"
"4569","NID1"
"4570","NID1"
"4571","PLA2G2A"
"4572","PLA2G2A"
"4573","PLA2G2A"
"4574","PLA2G2A"
"4575","PLA2G2A"
"4576","PLA2G2A"
"4577","PLA2G2A"
"4578","IDE"
"4579","IDE"
"4580","LIF"
"4581","LIF"
"4582","LIF"
"4583","LIF"
"4584","LIF"
"4585","LIF"
"4586","LIF"
"4587","LIF"
"4588","LIF"
"4589","LIF"
"4590","LIF"
"4591","LIF"
"4592","LIF"
"4593","IL9"
"4594","IL9"
"4595","IL9"
"4596","IL9"
"4597","IL9"
"4598","IL9"
"4599","IL9"
"4600","CSF2RA"
"4601","CSF2RA"
"4602","CSF2RA"
"4603","CSF2RA"
"4604","AREG"
"4605","AREG"
"4606","AREG"
"4607","AREG"
"4608","AREG"
"4609","AREG"
"4610","VEGFA"
"4611","VEGFA"
"4612","VEGFA"
"4613","VEGFA"
"4614","VEGFA"
"4615","VEGFA"
"4616","VEGFA"
"4617","VEGFA"
"4618","VEGFA"
"4619","VEGFA"
"4620","VEGFA"
"4621","VEGFA"
"4622","VEGFA"
"4623","VEGFA"
"4624","VEGFA"
"4625","VEGFA"
"4626","VEGFA"
"4627","VEGFA"
"4628","VEGFA"
"4629","VEGFA"
"4630","VEGFA"
"4631","VEGFA"
"4632","VEGFA"
"4633","VEGFA"
"4634","VEGFA"
"4635","VEGFA"
"4636","VEGFA"
"4637","VEGFA"
"4638","VEGFA"
"4639","VEGFA"
"4640","VEGFA"
"4641","VEGFA"
"4642","VEGFA"
"4643","VEGFA"
"4644","VEGFA"
"4645","VEGFA"
"4646","VEGFA"
"4647","VEGFA"
"4648","VEGFA"
"4649","VEGFA"
"4650","VEGFA"
"4651","VEGFA"
"4652","VEGFA"
"4653","VEGFA"
"4654","VEGFA"
"4655","VEGFA"
"4656","VEGFA"
"4657","VEGFA"
"4658","VEGFA"
"4659","VEGFA"
"4660","VEGFA"
"4661","VEGFA"
"4662","VEGFA"
"4663","VEGFA"
"4664","VEGFA"
"4665","VEGFA"
"4666","CD1D"
"4667","CD1D"
"4668","MUC1"
"4669","MUC1"
"4670","MUC1"
"4671","MUC1"
"4672","MUC1"
"4673","MUC1"
"4674","MUC1"
"4675","MUC1"
"4676","PECAM1"
"4677","PECAM1"
"4678","PECAM1"
"4679","PECAM1"
"4680","PECAM1"
"4681","PRLR"
"4682","PRLR"
"4683","PRLR"
"4684","PRLR"
"4685","PRLR"
"4686","CCL3L1"
"4687","CCL3L1"
"4688","CCL3L1"
"4689","CCL3L1"
"4690","CCL3L1"
"4691","CCL3L1"
"4692","CCL3L1"
"4693","CCL3L1"
"4694","CCL3L1"
"4695","CCL3L1"
"4696","CCL3L1"
"4697","CCL3L1"
"4698","CCL3L1"
"4699","CCL3L1"
"4700","CCL3L1"
"4701","CCL3L1"
"4702","CCL3L1"
"4703","CCL3L1"
"4704","CCL3L1"
"4705","NPPB"
"4706","NPPB"
"4707","NPPB"
"4708","NPPB"
"4709","IL7R"
"4710","IL7R"
"4711","IL7R"
"4712","IL7R"
"4713","IL7R"
"4714","IL7R"
"4715","IL7R"
"4716","IL7R"
"4717","IL7R"
"4718","IL7R"
"4719","IL7R"
"4720","IL7R"
"4721","BPI"
"4722","HLA-G"
"4723","HLA-G"
"4724","HLA-G"
"4725","HLA-G"
"4726","HLA-G"
"4727","HLA-G"
"4728","HLA-G"
"4729","HLA-G"
"4730","HLA-G"
"4731","HLA-G"
"4732","HLA-G"
"4733","HLA-G"
"4734","HLA-G"
"4735","HLA-G"
"4736","HLA-G"
"4737","HLA-G"
"4738","HLA-G"
"4739","HLA-G"
"4740","HLA-G"
"4741","HLA-G"
"4742","HLA-G"
"4743","HLA-G"
"4744","HLA-G"
"4745","LGALS3"
"4746","LGALS3"
"4747","LGALS3"
"4748","LGALS3"
"4749","LGALS3"
"4750","BMP7"
"4751","BMP7"
"4752","BMP7"
"4753","BMP7"
"4754","BMP7"
"4755","BMP7"
"4756","BMP7"
"4757","BMP7"
"4758","BMP7"
"4759","BMP7"
"4760","BMP7"
"4761","BMP7"
"4762","BMP7"
"4763","BMP7"
"4764","BMP7"
"4765","BMP7"
"4766","BMP7"
"4767","BMP7"
"4768","BMP7"
"4769","BMP7"
"4770","BMP7"
"4771","BMP7"
"4772","BMP7"
"4773","BMP7"
"4774","BMP7"
"4775","ARF4"
"4776","ARF4"
"4777","VCL"
"4778","VCL"
"4779","VCL"
"4780","VCL"
"4781","VCL"
"4782","VCL"
"4783","VCL"
"4784","VCL"
"4785","ADCYAP1"
"4786","ADCYAP1"
"4787","ADCYAP1"
"4788","ADCYAP1"
"4789","ADCYAP1"
"4790","ADCYAP1"
"4791","ADCYAP1"
"4792","ADCYAP1"
"4793","ADCYAP1"
"4794","ADCYAP1"
"4795","ADCYAP1"
"4796","ADCYAP1"
"4797","ADCYAP1"
"4798","ADCYAP1"
"4799","ADCYAP1"
"4800","ADCYAP1"
"4801","ADCYAP1"
"4802","ADCYAP1"
"4803","IL1RN"
"4804","IL1RN"
"4805","IL1RN"
"4806","IL1RN"
"4807","IL1RN"
"4808","IL1RN"
"4809","IL1RN"
"4810","IL1RN"
"4811","IL1RN"
"4812","IL1RN"
"4813","IL1RN"
"4814","IL1RN"
"4815","IL1RN"
"4816","PAM"
"4817","PAM"
"4818","EPOR"
"4819","EPOR"
"4820","EPOR"
"4821","EPOR"
"4822","EPOR"
"4823","EPOR"
"4824","EPOR"
"4825","EPOR"
"4826","EPOR"
"4827","EPOR"
"4828","EPOR"
"4829","EPOR"
"4830","EPOR"
"4831","EPOR"
"4832","EPOR"
"4833","EPOR"
"4834","EPOR"
"4835","CD58"
"4836","CD58"
"4837","CD58"
"4838","VCAM1"
"4839","VCAM1"
"4840","VCAM1"
"4841","VCAM1"
"4842","VCAM1"
"4843","VCAM1"
"4844","VCAM1"
"4845","VCAM1"
"4846","VCAM1"
"4847","VCAM1"
"4848","VCAM1"
"4849","VCAM1"
"4850","VCAM1"
"4851","VCAM1"
"4852","VCAM1"
"4853","VCAM1"
"4854","VCAM1"
"4855","VCAM1"
"4856","VCAM1"
"4857","TNFRSF1A"
"4858","TNFRSF1A"
"4859","TNFRSF1A"
"4860","TNFRSF1A"
"4861","TNFRSF1A"
"4862","TNFRSF1A"
"4863","TNFRSF1A"
"4864","TNFRSF1A"
"4865","TNFRSF1A"
"4866","TNFRSF1A"
"4867","TNFRSF1A"
"4868","TNFRSF1A"
"4869","TNFRSF1A"
"4870","TNFRSF1A"
"4871","TNFRSF1A"
"4872","TNFRSF1A"
"4873","TNFRSF1A"
"4874","TNFRSF1A"
"4875","TNFRSF1A"
"4876","TNFRSF1A"
"4877","TNFRSF1A"
"4878","TNFRSF1A"
"4879","TNFRSF1A"
"4880","TNFRSF1A"
"4881","TNFRSF1A"
"4882","TNFRSF1A"
"4883","TNFRSF1A"
"4884","TNFRSF1A"
"4885","CXCL2"
"4886","CXCL2"
"4887","CXCL2"
"4888","CXCL2"
"4889","CXCL2"
"4890","CXCL2"
"4891","CXCL2"
"4892","CXCL2"
"4893","CXCL2"
"4894","CXCL2"
"4895","CXCL2"
"4896","CXCL2"
"4897","CXCL2"
"4898","CXCL2"
"4899","CXCL2"
"4900","CXCL2"
"4901","CXCL2"
"4902","CXCL2"
"4903","CXCL2"
"4904","CXCL2"
"4905","CXCL2"
"4906","CXCL2"
"4907","CXCL2"
"4908","CXCL2"
"4909","CXCL3"
"4910","CXCL3"
"4911","CXCL3"
"4912","CXCL3"
"4913","CXCL3"
"4914","CXCL3"
"4915","CXCL3"
"4916","CXCL3"
"4917","CXCL3"
"4918","CXCL3"
"4919","CXCL3"
"4920","CXCL3"
"4921","CXCL3"
"4922","CXCL3"
"4923","CXCL3"
"4924","CXCL3"
"4925","CXCL3"
"4926","CXCL3"
"4927","CXCL3"
"4928","CXCL3"
"4929","CXCL3"
"4930","CXCL3"
"4931","FST"
"4932","FST"
"4933","FST"
"4934","FST"
"4935","PI3"
"4936","PI3"
"4937","PI3"
"4938","TYMP"
"4939","HLA-DPA1"
"4940","HLA-DPA1"
"4941","HLA-DPA1"
"4942","HLA-DPA1"
"4943","HLA-DPA1"
"4944","HLA-DPA1"
"4945","HLA-DPA1"
"4946","TCN1"
"4947","TPSB2"
"4948","TNFRSF1B"
"4949","TNFRSF1B"
"4950","TNFRSF1B"
"4951","TNFRSF1B"
"4952","TNFRSF1B"
"4953","TAC1"
"4954","TAC1"
"4955","TAC1"
"4956","TAC1"
"4957","TAC1"
"4958","TAC1"
"4959","PMCH"
"4960","PMCH"
"4961","PMCH"
"4962","PMCH"
"4963","PMCH"
"4964","PMCH"
"4965","TRH"
"4966","TRH"
"4967","TRH"
"4968","ITGAL"
"4969","ITGAL"
"4970","ITGAL"
"4971","ITGAL"
"4972","ITGAL"
"4973","NTF3"
"4974","NTF3"
"4975","NTF3"
"4976","NTF3"
"4977","NTF3"
"4978","NTF3"
"4979","NTF3"
"4980","NTF3"
"4981","NTF3"
"4982","NTF3"
"4983","NTF3"
"4984","NTF3"
"4985","NTF3"
"4986","NTF3"
"4987","NTF3"
"4988","NTF3"
"4989","EDN2"
"4990","EDN2"
"4991","IL11"
"4992","IL11"
"4993","IL11"
"4994","IL11"
"4995","IL11"
"4996","IL11"
"4997","EFNA1"
"4998","EFNA1"
"4999","EFNA1"
"5000","EFNA1"
"5001","EFNA1"
"5002","EFNA1"
"5003","EFNA1"
"5004","EFNA1"
"5005","EFNA1"
"5006","EFNA1"
"5007","EFNA1"
"5008","EFNA1"
"5009","PTN"
"5010","PTN"
"5011","PTN"
"5012","PTN"
"5013","PTN"
"5014","PTN"
"5015","PTN"
"5016","PTN"
"5017","PTN"
"5018","PTN"
"5019","PTN"
"5020","PTN"
"5021","PTN"
"5022","PTN"
"5023","KITLG"
"5024","KITLG"
"5025","KITLG"
"5026","KITLG"
"5027","KITLG"
"5028","KITLG"
"5029","KITLG"
"5030","KITLG"
"5031","KITLG"
"5032","KITLG"
"5033","KITLG"
"5034","KITLG"
"5035","KITLG"
"5036","KITLG"
"5037","KITLG"
"5038","KITLG"
"5039","KITLG"
"5040","KITLG"
"5041","KITLG"
"5042","KITLG"
"5043","KITLG"
"5044","KITLG"
"5045","MDK"
"5046","MDK"
"5047","MDK"
"5048","MDK"
"5049","MDK"
"5050","MDK"
"5051","MDK"
"5052","MDK"
"5053","MDK"
"5054","MDK"
"5055","MDK"
"5056","MDK"
"5057","MDK"
"5058","MDK"
"5059","MDK"
"5060","MDK"
"5061","MDK"
"5062","MDK"
"5063","MDK"
"5064","ZP3"
"5065","ZP3"
"5066","ZP3"
"5067","FGF7"
"5068","FGF7"
"5069","FGF7"
"5070","FGF7"
"5071","FGF7"
"5072","FGF7"
"5073","FGF7"
"5074","FGF7"
"5075","FGF7"
"5076","FGF7"
"5077","FGF7"
"5078","FGF7"
"5079","FGF7"
"5080","FGF7"
"5081","FGF7"
"5082","FGF7"
"5083","FGF7"
"5084","FGF7"
"5085","FGF7"
"5086","FGF7"
"5087","FGF7"
"5088","FGF7"
"5089","FGF7"
"5090","FGF7"
"5091","FGF7"
"5092","CD72"
"5093","CD72"
"5094","CD72"
"5095","BMP5"
"5096","BMP5"
"5097","BMP5"
"5098","BMP5"
"5099","BMP5"
"5100","BMP5"
"5101","BMP5"
"5102","BMP5"
"5103","BMP5"
"5104","BMP5"
"5105","BMP5"
"5106","BMP5"
"5107","BMP5"
"5108","BMP5"
"5109","BMP5"
"5110","BMP5"
"5111","BMP5"
"5112","BMP5"
"5113","BMP5"
"5114","BMP5"
"5115","BMP6"
"5116","BMP6"
"5117","BMP6"
"5118","BMP6"
"5119","BMP6"
"5120","BMP6"
"5121","BMP6"
"5122","BMP6"
"5123","BMP6"
"5124","BMP6"
"5125","BMP6"
"5126","BMP6"
"5127","BMP6"
"5128","BMP6"
"5129","BMP6"
"5130","BMP6"
"5131","BMP6"
"5132","BMP6"
"5133","BMP6"
"5134","BMP6"
"5135","BMP6"
"5136","IL10"
"5137","IL10"
"5138","IL10"
"5139","IL10"
"5140","IL10"
"5141","IL10"
"5142","IL10"
"5143","IL10"
"5144","IL10"
"5145","IL10"
"5146","IL10"
"5147","IL10"
"5148","IL10"
"5149","IL10"
"5150","IL10"
"5151","IL10"
"5152","IL10"
"5153","IL10"
"5154","IL10"
"5155","IL10"
"5156","IL10"
"5157","IL10"
"5158","IL10"
"5159","CCL1"
"5160","CCL1"
"5161","CCL1"
"5162","CCL1"
"5163","CCL1"
"5164","CCL1"
"5165","CCL1"
"5166","CCL1"
"5167","CCL1"
"5168","CCL1"
"5169","CCL1"
"5170","CCL1"
"5171","CCL1"
"5172","CCL1"
"5173","CCL1"
"5174","CCL1"
"5175","CCL1"
"5176","CCL1"
"5177","CCL1"
"5178","CCL1"
"5179","FGFR4"
"5180","FGFR4"
"5181","FGFR4"
"5182","FGFR4"
"5183","FGFR4"
"5184","FGFR4"
"5185","FGFR4"
"5186","FGFR4"
"5187","FGFR4"
"5188","FGFR4"
"5189","FGFR4"
"5190","FGFR4"
"5191","FGFR4"
"5192","FGFR4"
"5193","FGFR4"
"5194","FGFR4"
"5195","FGFR4"
"5196","FGFR4"
"5197","FGFR4"
"5198","FGFR4"
"5199","FGFR4"
"5200","FGFR4"
"5201","FGFR4"
"5202","FGFR4"
"5203","FGFR4"
"5204","FGFR4"
"5205","FGFR4"
"5206","FGFR4"
"5207","FGFR4"
"5208","FGFR4"
"5209","FGFR4"
"5210","FGFR4"
"5211","FGFR4"
"5212","FGFR4"
"5213","FGFR4"
"5214","FGFR4"
"5215","GAL"
"5216","GAL"
"5217","GAL"
"5218","GAL"
"5219","GAL"
"5220","GAL"
"5221","GAL"
"5222","GAL"
"5223","GAL"
"5224","GAL"
"5225","GAL"
"5226","GAL"
"5227","FGFR3"
"5228","FGFR3"
"5229","FGFR3"
"5230","FGFR3"
"5231","FGFR3"
"5232","FGFR3"
"5233","FGFR3"
"5234","FGFR3"
"5235","FGFR3"
"5236","FGFR3"
"5237","FGFR3"
"5238","FGFR3"
"5239","FGFR3"
"5240","FGFR3"
"5241","FGFR3"
"5242","FGFR3"
"5243","FGFR3"
"5244","FGFR3"
"5245","FGFR3"
"5246","FGFR3"
"5247","FGFR3"
"5248","FGFR3"
"5249","FGFR3"
"5250","FGFR3"
"5251","FGFR3"
"5252","FGFR3"
"5253","FBLN1"
"5254","FBLN1"
"5255","S100A1"
"5256","S100A1"
"5257","S100A1"
"5258","S100A1"
"5259","S100A1"
"5260","ANOS1"
"5261","ANOS1"
"5262","TNFSF4"
"5263","TNFSF4"
"5264","TNFSF4"
"5265","BDNF"
"5266","BDNF"
"5267","BDNF"
"5268","BDNF"
"5269","BDNF"
"5270","BDNF"
"5271","BDNF"
"5272","BDNF"
"5273","BDNF"
"5274","BDNF"
"5275","BDNF"
"5276","BDNF"
"5277","BDNF"
"5278","BDNF"
"5279","BDNF"
"5280","BDNF"
"5281","BDNF"
"5282","BDNF"
"5283","BDNF"
"5284","BDNF"
"5285","BDNF"
"5286","BDNF"
"5287","BDNF"
"5288","BDNF"
"5289","BDNF"
"5290","BDNF"
"5291","BDNF"
"5292","BDNF"
"5293","BDNF"
"5294","BDNF"
"5295","BDNF"
"5296","BDNF"
"5297","BDNF"
"5298","BDNF"
"5299","BDNF"
"5300","BDNF"
"5301","BDNF"
"5302","NPPC"
"5303","NPPC"
"5304","NPPC"
"5305","NPPC"
"5306","IL32"
"5307","IL32"
"5308","IL32"
"5309","LAMA2"
"5310","LAMA2"
"5311","LAMA2"
"5312","LAMA2"
"5313","LAMA2"
"5314","LAMA2"
"5315","LAMA2"
"5316","LAMA2"
"5317","LAMA2"
"5318","LAMA2"
"5319","LAMA2"
"5320","LAMA2"
"5321","LAMA2"
"5322","LAMA2"
"5323","LAMA2"
"5324","LAMA2"
"5325","LAMA2"
"5326","LAMA2"
"5327","LAMA2"
"5328","LAMA2"
"5329","LAMA2"
"5330","LAMA2"
"5331","LAMA2"
"5332","LAMA2"
"5333","LAMA2"
"5334","LAMA2"
"5335","LAMA2"
"5336","LAMA2"
"5337","LAMA2"
"5338","LAMA2"
"5339","LAMA2"
"5340","LAMA2"
"5341","LAMA2"
"5342","LAMA2"
"5343","LAMA2"
"5344","IL4R"
"5345","IL4R"
"5346","IL4R"
"5347","IL4R"
"5348","IL4R"
"5349","IL4R"
"5350","IL4R"
"5351","IL4R"
"5352","IL4R"
"5353","IL4R"
"5354","TNC"
"5355","TNC"
"5356","TNC"
"5357","TNC"
"5358","TNC"
"5359","TNC"
"5360","TNC"
"5361","TNC"
"5362","TNC"
"5363","TNC"
"5364","TNC"
"5365","TNC"
"5366","TNC"
"5367","TNC"
"5368","TNC"
"5369","TNC"
"5370","TNC"
"5371","TNC"
"5372","TNC"
"5373","TNC"
"5374","TNC"
"5375","TNC"
"5376","TNC"
"5377","TNC"
"5378","TNC"
"5379","TNC"
"5380","TNC"
"5381","TNC"
"5382","TNC"
"5383","TNC"
"5384","TNC"
"5385","TNC"
"5386","TNC"
"5387","TNC"
"5388","MYL9"
"5389","COL8A2"
"5390","COL8A2"
"5391","COL8A2"
"5392","COL8A2"
"5393","COL8A2"
"5394","COL8A2"
"5395","AZGP1"
"5396","LAMA1"
"5397","LAMA1"
"5398","LAMA1"
"5399","LAMA1"
"5400","LAMA1"
"5401","LAMA1"
"5402","LAMA1"
"5403","LAMA1"
"5404","LAMA1"
"5405","LAMA1"
"5406","LAMA1"
"5407","LAMA1"
"5408","LAMA1"
"5409","LAMA1"
"5410","LAMA1"
"5411","LAMA1"
"5412","LAMA1"
"5413","LAMA1"
"5414","LAMA1"
"5415","LAMA1"
"5416","LAMA1"
"5417","LAMA1"
"5418","LAMA1"
"5419","LAMA1"
"5420","LAMA1"
"5421","LAMA1"
"5422","LAMA1"
"5423","LAMA1"
"5424","LAMA1"
"5425","LAMA1"
"5426","LAMA1"
"5427","LAMA1"
"5428","LAMA1"
"5429","LAMA1"
"5430","LAMA1"
"5431","LAMA1"
"5432","LAMA1"
"5433","LAMA1"
"5434","LAMA1"
"5435","LAMA1"
"5436","LAMA1"
"5437","LAMA1"
"5438","LAMA1"
"5439","FAS"
"5440","FAS"
"5441","FAS"
"5442","FAS"
"5443","FAS"
"5444","FAS"
"5445","FAS"
"5446","FAS"
"5447","FAS"
"5448","FAS"
"5449","FAS"
"5450","FAS"
"5451","FAS"
"5452","FAS"
"5453","FAS"
"5454","S100P"
"5455","S100P"
"5456","S100A4"
"5457","S100A4"
"5458","S100A4"
"5459","S100A4"
"5460","S100A4"
"5461","S100A4"
"5462","S100A4"
"5463","MST1"
"5464","MST1"
"5465","MST1"
"5466","MST1"
"5467","MST1"
"5468","MST1"
"5469","MST1"
"5470","MST1"
"5471","MST1"
"5472","MST1"
"5473","MST1"
"5474","CALML3"
"5475","CALML3"
"5476","CALML3"
"5477","CALML3"
"5478","CALML3"
"5479","CALML3"
"5480","CALML3"
"5481","CALML3"
"5482","CALML3"
"5483","CALML3"
"5484","DPP4"
"5485","DPP4"
"5486","DPP4"
"5487","GDF1"
"5488","GDF1"
"5489","GDF1"
"5490","GDF1"
"5491","GDF1"
"5492","GDF1"
"5493","GDF1"
"5494","GDF1"
"5495","GDF1"
"5496","GDF1"
"5497","GDF1"
"5498","GDF1"
"5499","GDF1"
"5500","GDF1"
"5501","GDF1"
"5502","GDF1"
"5503","GDF1"
"5504","GDF1"
"5505","CALR"
"5506","CALR"
"5507","CALR"
"5508","CALR"
"5509","CALR"
"5510","CALR"
"5511","CALR"
"5512","CALR"
"5513","CALR"
"5514","CALR"
"5515","CALR"
"5516","CALR"
"5517","CALR"
"5518","CALR"
"5519","CFP"
"5520","IL1R2"
"5521","HLA-DMA"
"5522","HLA-DMA"
"5523","HLA-DMA"
"5524","HLA-DMA"
"5525","HLA-DMA"
"5526","HLA-DMA"
"5527","HLA-DMA"
"5528","HLA-DMB"
"5529","HLA-DMB"
"5530","HLA-DMB"
"5531","HLA-DMB"
"5532","HLA-DMB"
"5533","HLA-DMB"
"5534","HLA-DMB"
"5535","GSTM2"
"5536","GRN"
"5537","GRN"
"5538","GRN"
"5539","GRN"
"5540","GRN"
"5541","GRN"
"5542","CD34"
"5543","CD34"
"5544","CD34"
"5545","CCN2"
"5546","CCN2"
"5547","CCN2"
"5548","CCN2"
"5549","CCN2"
"5550","CCN2"
"5551","CCN2"
"5552","CCN2"
"5553","CCN2"
"5554","CCN2"
"5555","CCN2"
"5556","CCN2"
"5557","CCN2"
"5558","CCN2"
"5559","CCN2"
"5560","CCN2"
"5561","CCN2"
"5562","CCN2"
"5563","CCN2"
"5564","CCN2"
"5565","EPHA3"
"5566","EPHA3"
"5567","EPHA3"
"5568","EPHA3"
"5569","EPHA3"
"5570","EPHA3"
"5571","EPHA3"
"5572","EPHA3"
"5573","EPHA3"
"5574","EPHA3"
"5575","EPHA3"
"5576","PTPN6"
"5577","PTPN6"
"5578","PTPN6"
"5579","PTPN6"
"5580","PTPN6"
"5581","PTPN6"
"5582","PTPN6"
"5583","PTPN6"
"5584","PTPN6"
"5585","PTPN6"
"5586","PTPN6"
"5587","PTPN6"
"5588","PTPN6"
"5589","PTPN6"
"5590","PTPN6"
"5591","PTPN6"
"5592","PTPN6"
"5593","PTPN6"
"5594","PTPN6"
"5595","PTPN6"
"5596","PTPN6"
"5597","PTPN6"
"5598","PTPN6"
"5599","PTPN6"
"5600","PTPN6"
"5601","PTPN6"
"5602","PTPN6"
"5603","PTPN6"
"5604","PTPN6"
